comparison_type,parcel_id,map,block,lot,current_sale_price,current_sale_date,current_qualified,current_book_page,prior1_sale_price,prior1_sale_date,prior1_book_page,prior2_sale_price,prior2_sale_date,prior2_book_page,prior3_sale_price,prior3_sale_date,prior3_book_page,data_quality_notes
ORIGINAL_NHDRA,77-90,77,90,,231000.0,2017-01-02,Q,4260/0526,0.0,2012-09-20,0/0,0.0,2010-04-02,3690/424,150000.0,2008-09-10,3551/0253,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-90,77,90,,231000.0,2017-01-02,Q,4260/0526,0.0,2012-09-20,0/0,0.0,2010-04-02,3690/424,150000.0,2008-09-10,3551/0253,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-91,77,91,,0.0,2002-05-08,Q,0/0,0.0,1997-08-07,2264/0665,0.0,1962-03-24,0953/0036,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-91,77,91,,0.0,2002-05-08,Q,0/0,0.0,1997-08-07,2264/0665,0.0,1962-03-24,0953/0036,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-92,77,92,,495000.0,2025-08-04,Q,4953/0574,255000.0,2021-01-14,4594/944,255000.0,2018-10-19,4397/0778,128000.0,2012-12-06,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-92,77,92,,495000.0,2025-08-04,Q,4953/0574,255000.0,2021-01-14,4594/944,255000.0,2018-10-19,4397/0778,128000.0,2012-12-06,0/0,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-94,77,94,,1000000.0,2008-08-01,Q,3539/0996,55000.0,2001-12-31,2617/0264,55000.0,2000-05-05,2459/0766,67900.0,1994-05-02,2088/0085,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-94,77,94,,1000000.0,2008-08-01,Q,3539/0996,55000.0,2001-12-31,2617/0264,55000.0,2000-05-05,2459/0766,67900.0,1994-05-02,2088/0085,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-95,77,95,,27533.0,2014-10-27,Q,4091/0544,25000.0,2013-03-21,3964/0789,25000.0,2009-10-15,3656/0376,0.0,2007-12-10,3475/0638,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-95,77,95,,27533.0,2014-10-27,Q,4091/0544,25000.0,2013-03-21,3964/0789,25000.0,2009-10-15,3656/0376,0.0,2007-12-10,3475/0638,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-96,77,96,,0.0,2021-04-06,U,4619/2,189933.0,2008-08-13,3543/0055,189933.0,2000-09-25,2488/0794,76700.0,2000-05-31,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-96,77,96,,0.0,2021-04-06,U,4619/2,189933.0,2008-08-13,3543/0055,189933.0,2000-09-25,2488/0794,76700.0,2000-05-31,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-97,77,97,,240000.0,2020-11-13,Q,4575/887,0.0,2020-11-13,4649/484,0.0,2007-05-02,3403/0938,0.0,1991-10-03,1931/0624,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-97,77,97,,240000.0,2020-11-13,Q,4575/887,0.0,2020-11-13,4649/484,0.0,2007-05-02,3403/0938,0.0,1991-10-03,1931/0624,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-99,77,99,,0.0,1979-05-22,Q,1367/0147,0.0,1900-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-99,77,99,,0.0,1979-05-22,Q,1367/0147,0.0,1900-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,77-100,77,100,,375000.0,2025-02-28,Q,4921/0467,59900.0,1993-09-08,2047/0565,59900.0,1993-09-03,2047/0565,59900.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-100,77,100,,375000.0,2025-02-28,Q,4921/0467,59900.0,1993-09-08,2047/0565,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,77-101,77,101,,86900.0,1989-01-10,Q,1785/0457,0.0,1901-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-101,77,101,,86900.0,1989-01-10,Q,1785/0457,0.0,1901-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,77-102,77,102,,0.0,2011-05-10,Q,3792/0348,0.0,1992-06-18,0/0,0.0,1989-10-16,01828/0325,0.0,1989-10-16,1828/0325,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-102,77,102,,0.0,2011-05-10,Q,3792/0348,0.0,1992-06-18,0/0,0.0,1989-10-16,01828/0325,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-103,77,103,,110000.0,2018-06-14,Q,4367/0234,0.0,1998-06-22,2323/0290,0.0,1986-11-18,01637/0686,0.0,1986-11-18,1637/0686,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-103,77,103,,110000.0,2018-06-14,Q,4367/0234,0.0,1998-06-22,2323/0290,0.0,1986-11-18,01637/0686,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-104,77,104,,85400.0,1998-12-04,Q,2360/0184,0.0,1983-06-01,01472/0563,0.0,1983-06-01,1472/0563,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-104,77,104,,85400.0,1998-12-04,Q,2360/0184,0.0,1983-06-01,01472/0563,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,77-105,77,105,,0.0,2021-12-10,U,4693/596,0.0,1983-07-06,1477/0063,0.0,1901-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-105,77,105,,0.0,2021-12-10,U,4693/596,0.0,1983-07-06,1477/0063,0.0,1901-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-108,77,108,,366000.0,2025-07-01,Q,4945/0765,70500.0,2019-10-01,4479/0694,70500.0,2008-08-29,3547/0549,195000.0,2002-02-21,02636/0394,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-108,77,108,,366000.0,2025-07-01,Q,4945/0765,375000.0,2020-09-08,nan,70500.0,2019-11-07,nan,70500.0,2019-10-01,4479/0694,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-109,77,109,,150000.0,2010-05-27,Q,3703/0739,0.0,2008-01-17,2008/0033,0.0,1949-07-09,0748/0448,0.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-109,77,109,,150000.0,2010-05-27,Q,3703/0739,0.0,2008-01-17,2008/0033,0.0,1949-07-09,0748/0448,0.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-110,77,110,,125533.0,2018-01-09,Q,4337/0606,145000.0,2015-07-17,4144/0803,145000.0,1999-06-06,2398/0489,7200.0,1998-02-27,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-110,77,110,,125533.0,2018-01-09,Q,4337/0606,145000.0,2015-07-17,4144/0803,145000.0,1999-06-06,2398/0489,7200.0,1998-02-27,0/0,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-111,77,111,,320000.0,2023-06-27,U,4809/0204,209000.0,2021-05-24,4633/898,209000.0,2015-08-24,4155/0586,38000.0,2014-09-11,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-111,77,111,,320000.0,2023-06-27,U,4809/0204,209000.0,2021-05-24,4633/898,209000.0,2015-08-24,4155/0586,38000.0,2014-09-11,0/0,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-112,77,112,,320000.0,2023-06-27,U,4809/0204,209000.0,2021-05-24,4633/898,209000.0,2015-08-24,4155/0586,38000.0,2014-09-11,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-112,77,112,,320000.0,2023-06-27,U,4809/0204,209000.0,2021-05-24,4633/898,209000.0,2015-08-24,4155/0586,38000.0,2014-09-11,0/0,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-113,77,113,,275000.0,2018-10-15,Q,4396/0703,200000.0,2016-02-26,4190/0186,200000.0,2016-02-08,4190/0184,0.0,2014-07-30,4074/0602,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-113,77,113,,275000.0,2018-10-15,Q,4396/0703,200000.0,2016-02-26,4190/0186,0.0,2014-07-30,4074/0602,,,,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-114-100,77,114,100,0.0,2009-04-20,Q,3602/0557,155000.0,2007-06-29,03424/0837,155000.0,2007-06-29,3424/0837,155000.0,1998-04-17,02309/0327,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-114-100,77,114,100,0.0,2009-04-20,Q,3602/0557,155000.0,2007-06-29,03424/0837,155000.0,1998-04-17,02309/0327,,,,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-115,77,115,,400000.0,2024-04-08,U,4859/0267,170000.0,2023-03-20,4789/0468,170000.0,1985-05-14,1543/0442,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-115,77,115,,400000.0,2024-04-08,U,4859/0267,170000.0,2023-03-20,4789/0468,170000.0,1985-05-14,1543/0442,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-117,77,117,,297500.0,2021-06-30,U,4645/594,0.0,2014-10-08,4090/0230,0.0,1983-07-20,1477/0029,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-117,77,117,,297500.0,2021-06-30,U,4645/594,0.0,2014-10-08,4090/0230,0.0,1983-07-20,1477/0029,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-121,77,121,,0.0,2012-12-27,Q,3943/0915,0.0,2011-10-19,3831/0658,0.0,2011-09-26,3822/0799,0.0,2010-11-10,3757/0389,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-121,77,121,,0.0,2012-12-27,Q,3943/0915,0.0,2011-10-19,3831/0658,0.0,2010-11-10,3757/0389,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-122,77,122,,90000.0,2002-10-10,U,2724/0389,0.0,1995-04-08,0/0,0.0,1975-09-16,01257/0149,0.0,1975-09-16,1257/0149,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-122,77,122,,90000.0,2002-10-10,U,2724/0389,0.0,1995-04-08,0/0,0.0,1975-09-16,01257/0149,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-124,77,124,,0.0,2006-10-26,Q,3395/0139,0.0,2006-04-22,0/0,0.0,2000-05-01,02458/0697,78000.0,2000-05-01,2458/0697,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-124,77,124,,0.0,2006-10-26,Q,3395/0139,0.0,2006-04-22,0/0,0.0,2000-05-01,02458/0697,78000.0,2000-05-01,2458/0697,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-126,77,126,,0.0,2025-08-04,U,4953/0568,0.0,2016-06-08,4213/0387,0.0,2004-09-30,3057/0102,195000.0,1986-11-05,01632/0971,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-126,77,126,,0.0,2025-08-04,U,4953/0568,0.0,2016-06-08,4213/0387,0.0,2004-09-30,3057/0102,195000.0,1986-11-05,01632/0971,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-142,77,142,,0.0,2021-11-08,U,4684/279,0.0,2021-11-08,4684/277,0.0,2018-09-12,4388/0469,125000.0,2006-12-20,3361/0991,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-142,77,142,,0.0,2021-11-08,U,4684/279,0.0,2018-09-12,4388/0469,125000.0,2006-12-20,3361/0991,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-143,77,143,,330300.0,2023-06-15,Q,4806/0322,124533.0,2014-08-05,4074/0558,124533.0,1992-02-03,1950/0096,0.0,1992-01-31,1950/0096,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-143,77,143,,330300.0,2023-06-15,Q,4806/0322,330333.0,2023-06-15,nan,124533.0,2014-08-05,4074/0558,124533.0,1992-02-03,1950/0096,Comprehensive sales data from multiple sources - ENHANCED: 3 → 4 verified sales from 4 sources
ORIGINAL_NHDRA,77-145,77,145,,236000.0,2019-09-20,Q,4467/0018,190000.0,2005-06-07,3152/0888,190000.0,2000-09-02,0/0,0.0,1999-06-29,02402/0809,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-145,77,145,,236000.0,2019-09-20,Q,4467/0018,190000.0,2005-06-07,3152/0888,190000.0,2000-09-02,0/0,0.0,1999-06-29,02402/0809,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-146,77,146,,200000.0,2005-10-31,Q,3213/0971,120000.0,1988-08-23,01757/0113,120000.0,1988-08-23,1757/0113,120000.0,1988-01-25,1721/0642,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-146,77,146,,200000.0,2005-10-31,Q,3213/0971,120000.0,1988-08-23,01757/0113,120000.0,1988-01-25,1721/0642,,,,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-147,77,147,,150000.0,2010-07-08,Q,3714/0108,0.0,2005-07-12,2005/0383,0.0,1964-10-23,1010/0401,0.0,1900-01-01,1010/0401,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-147,77,147,,150000.0,2010-07-08,Q,3714/0108,0.0,2005-07-12,2005/0383,0.0,1964-10-23,1010/0401,0.0,1900-01-01,1010/0401,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-148,77,148,,139000.0,2009-03-16,Q,3592/0730,0.0,2008-08-27,3550/0201,0.0,2000-04-11,2455/0302,0.0,2000-01-29,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-148,77,148,,139000.0,2009-03-16,Q,3592/0730,0.0,2008-08-27,3550/0201,0.0,2000-04-11,2455/0302,0.0,2000-01-29,0/0,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-149,77,149,,177533.0,2016-06-01,Q,4210/0431,0.0,1984-03-27,1501/0070,0.0,1900-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-149,77,149,,177533.0,2016-06-01,Q,4210/0431,0.0,1984-03-27,1501/0070,0.0,1900-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-150,77,150,,105000.0,1988-07-25,Q,1751/0965,0.0,1901-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-150,77,150,,105000.0,1988-07-25,Q,1751/0965,0.0,1901-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,77-155,77,155,,0.0,2007-10-18,Q,3460/0799,0.0,1994-04-29,02087/0812,0.0,1994-04-29,2087/0812,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-155,77,155,,0.0,2007-10-18,Q,3460/0799,0.0,1994-04-29,02087/0812,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,77-156,77,156,,0.0,2007-10-18,Q,3460/0799,79000.0,1988-09-14,01761/0715,79000.0,1988-09-14,1761/0715,79000.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-156,77,156,,0.0,2007-10-18,Q,3460/0799,79000.0,1988-09-14,01761/0715,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,77-157,77,157,,303000.0,2025-08-01,Q,4952/0915,62500.0,1998-10-08,2347/0813,62500.0,1970-09-18,01127/0126,0.0,1970-09-18,1127/0126,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-157,77,157,,303000.0,2025-08-01,Q,4952/0915,62500.0,1998-10-08,2347/0813,62500.0,1970-09-18,01127/0126,0.0,1970-09-18,1127/0126,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-158,77,158,,107000.0,2003-10-17,Q,2911/0259,0.0,2003-01-23,02767/0801,0.0,2003-01-23,2767/0801,0.0,2001-08-13,02569/0953,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-158,77,158,,107000.0,2003-10-17,Q,2911/0259,0.0,2003-01-23,02767/0801,0.0,2001-08-13,02569/0953,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-159,77,159,,187327.0,2021-01-06,Q,4592/87,83000.0,1989-11-02,1830/0951,83000.0,1989-10-27,1830/0951,83000.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-159,77,159,,187300.0,2021-01-07,nan,nan,187327.0,2021-01-06,4592/87,83000.0,1989-11-02,1830/0951,,,,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-160,77,160,,0.0,2009-02-01,Q,3586/0872,0.0,2006-10-20,03339/0100,0.0,2006-10-20,3339/0100,0.0,2001-02-15,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-160,77,160,,0.0,2009-02-01,Q,3586/0872,0.0,2006-10-20,03339/0100,0.0,2001-02-15,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-163,77,163,,241000.0,2016-06-06,Q,4213/0839,215000.0,2011-08-01,3812/0298,215000.0,2006-07-20,3306/0914,180000.0,2004-09-27,03055/0640,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-163,77,163,,241000.0,2016-06-06,Q,4213/0839,215000.0,2011-08-01,3812/0298,215000.0,2006-07-20,3306/0914,180000.0,2004-09-27,03055/0640,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-165,77,165,,235000.0,2021-06-23,U,4644/514,0.0,2020-09-26,0/0,0.0,1997-07-29,2263/0657,0.0,1993-07-16,02037/0835,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-165,77,165,,235000.0,2021-06-23,U,4644/514,0.0,2020-09-26,0/0,0.0,1997-07-29,2263/0657,0.0,1993-07-16,02037/0835,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-166,77,166,,0.0,2009-01-20,Q,0/0,250000.0,2003-04-16,2804/0737,250000.0,1967-05-19,01053/0359,0.0,1967-05-19,1053/0359,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-166,77,166,,0.0,2009-01-20,Q,0/0,250000.0,2003-04-16,2804/0737,250000.0,1967-05-19,01053/0359,0.0,1967-05-19,1053/0359,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-167,77,167,,132000.0,2010-05-25,Q,3703/0346,103000.0,2001-01-02,2508/0974,103000.0,1997-09-16,2272/0325,75000.0,1989-12-20,1838/0275,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-167,77,167,,132000.0,2010-05-25,Q,3703/0346,103000.0,2001-01-02,2508/0974,103000.0,1997-09-16,2272/0325,75000.0,1989-12-20,1838/0275,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-168,77,168,,0.0,2023-11-15,U,4838/0541,0.0,1999-03-15,02379/0434,0.0,1999-03-11,2379/0435,110000.0,1998-11-18,2379/0434,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-168,77,168,,0.0,2023-11-15,U,4838/0541,0.0,1999-03-15,02379/0434,110000.0,1998-11-18,2379/0434,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-169,77,169,,80000.0,2011-03-22,Q,3786/0183,80000.0,2011-03-22,3786/0183,80000.0,2010-12-16,3759/0289,159733.0,2010-12-16,3759/0289,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-169,77,169,,80000.0,2011-03-22,Q,3786/0183,80000.0,2010-12-16,3759/0289,159733.0,2010-12-16,3759/0289,,,,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-170,77,170,,0.0,2006-05-26,Q,3287/0835,0.0,1998-04-22,02310/0354,0.0,1998-04-22,2310/0354,0.0,1991-08-23,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-170,77,170,,0.0,2006-05-26,Q,3287/0835,0.0,1998-04-22,02310/0354,0.0,1991-08-23,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-171,77,171,,196000.0,2018-12-04,Q,4405/0244,100000.0,2013-10-01,4016/0611,100000.0,2011-07-05,0/0,0.0,2003-09-29,2898/0876,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-171,77,171,,196000.0,2018-12-04,Q,4405/0244,100000.0,2013-10-01,4016/0611,100000.0,2011-07-05,0/0,0.0,2003-09-29,2898/0876,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-172,77,172,,0.0,2008-04-14,Q,3509/0664,0.0,1988-06-10,01743/0230,0.0,1988-06-10,1743/0230,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-172,77,172,,0.0,2008-04-14,Q,3509/0664,0.0,1988-06-10,01743/0230,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,77-173,77,173,,0.0,2018-04-27,Q,4357/0533,0.0,1979-05-31,1367/0886,0.0,1900-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-173,77,173,,0.0,2018-04-27,Q,4357/0533,0.0,1979-05-31,1367/0886,0.0,1900-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-176,77,176,,400000.0,2021-02-24,Q,4606/12,132500.0,2000-04-10,2455/0557,132500.0,1970-11-02,01129/0466,0.0,1970-11-02,1129/0466,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-176,77,176,,400000.0,2021-02-24,Q,4606/12,132500.0,2000-04-10,2455/0557,132500.0,1970-11-02,01129/0466,0.0,1970-11-02,1129/0466,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-177,77,177,,215000.0,2007-05-11,Q,3405/0824,160000.0,2006-09-12,3325/700,160000.0,1991-01-17,01895/0178,0.0,1991-01-17,1895/0178,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-177,77,177,,215000.0,2007-05-11,Q,3405/0824,160000.0,2006-09-12,3325/700,160000.0,1991-01-17,01895/0178,0.0,1991-01-17,1895/0178,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-180,77,180,,0.0,2020-02-24,Q,4502/0585,0.0,2020-02-23,4502/0584,0.0,2017-02-10,4267/0661,269333.0,2015-11-25,4176/0496,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-180,77,180,,0.0,2020-02-24,Q,4502/0585,0.0,2017-02-10,4267/0661,269333.0,2015-11-25,4176/0496,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-182,77,182,,0.0,2018-09-16,Q,0/0,0.0,2002-12-02,2747/0489,0.0,2002-04-01,02736/0687,0.0,2002-04-01,2736/0687,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-182,77,182,,0.0,2018-09-16,Q,0/0,0.0,2002-12-02,2747/0489,0.0,2002-04-01,02736/0687,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,77-184,77,184,,0.0,2011-02-17,Q,3776/0055,100000.0,2010-04-30,3697/635,100000.0,2009-03-09,03590/0310,199933.0,2009-03-09,3590/0310,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-184,77,184,,0.0,2011-02-17,Q,3776/0055,100000.0,2010-04-30,3697/635,100000.0,2009-03-09,03590/0310,199933.0,2009-03-09,3590/0310,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-185,77,185,,374000.0,2023-06-16,Q,4806/0899,10.0,2021-12-30,4700/309,10.0,2021-12-02,4689/701,270000.0,2009-06-26,3625/0882,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-185,77,185,,374000.0,2023-06-16,Q,4806/0899,10.0,2021-12-30,4700/309,270000.0,2021-12-03,nan,270000.0,2009-06-26,3625/0882,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,77-189,77,189,,0.0,2011-10-12,Q,3827/0383,0.0,1977-10-31,1324/0894,0.0,1900-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,77-189,77,189,,0.0,2011-10-12,Q,3827/0383,0.0,1977-10-31,1324/0894,0.0,1900-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,78-7,78,7,,85000.0,2021-12-14,U,4697/574,0.0,2002-10-22,2729/0933,0.0,2000-07-21,0/0,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,78-7,78,7,,85000.0,2021-12-14,U,4697/574,0.0,2002-10-22,2729/0933,0.0,2000-07-21,0/0,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
