comparison_type,parcel_id,map,block,lot,current_sale_price,current_sale_date,current_qualified,current_book_page,prior1_sale_price,prior1_sale_date,prior1_book_page,prior2_sale_price,prior2_sale_date,prior2_book_page,prior3_sale_price,prior3_sale_date,prior3_book_page,data_quality_notes
ORIGINAL_NHDRA,1-1,1,1,,0.0,2017-10-23,Q,0/0,0.0,2001-11-05,2602/0661,0.0,2001-07-25,2567/0326,260000.0,1989-01-26,1794/0965,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,1-1,1,1,,0.0,2017-10-23,Q,0/0,0.0,2001-11-05,2602/0661,0.0,2001-07-25,2567/0326,260000.0,1989-01-26,1794/0965,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,2-15,2,15,,2013000.0,2023-07-17,Q,4813/0100,365000.0,2002-05-01,2885/0916,365000.0,2001-03-23,2524/0982,0.0,1987-01-22,1650/0626,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,2-15,2,15,,2013000.0,2023-07-17,Q,4813/0100,365000.0,2002-05-01,2885/0916,365000.0,2001-03-23,2524/0982,0.0,1987-01-22,1650/0626,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-2,3,2,,565000.0,2021-06-17,Q,4649/581,337000.0,2003-09-12,2890/0293,337000.0,1979-06-13,1370/0754,0.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-2,3,2,,565000.0,2021-06-17,Q,4649/581,337000.0,2003-09-12,2890/0293,337000.0,1979-06-13,1370/0754,0.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-4,3,4,,374000.0,2017-04-05,Q,4276/0487,325533.0,2007-08-31,3445/0248,325533.0,1967-06-12,1054/0569,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-4,3,4,,374000.0,2017-04-05,Q,4276/0487,325533.0,2007-08-31,3445/0248,325533.0,1967-06-12,1054/0569,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-5,3,5,,0.0,1997-06-05,Q,0/0,0.0,1997-06-05,0/0,0.0,1997-06-05,0/0,0.0,1989-12-15,1837/0617,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-5,3,5,,0.0,1997-06-05,Q,0/0,0.0,1989-12-15,1837/0617,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,3-6,3,6,,0.0,2021-08-01,U,4654/406,575000.0,2010-07-30,3719/0414,575000.0,1996-09-06,2216/0341,0.0,1982-08-18,1452/0471,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-6,3,6,,0.0,2021-08-01,U,4654/406,575000.0,2010-07-30,3719/0414,575000.0,1996-09-06,2216/0341,0.0,1982-08-18,1452/0471,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-7,3,7,,0.0,2003-08-22,Q,2884/0006,290000.0,2000-08-30,2483/0954,290000.0,1970-04-09,1115/0521,0.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-7,3,7,,0.0,2003-08-22,Q,2884/0006,290000.0,2000-08-30,2483/0954,290000.0,1970-04-09,1115/0521,0.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-8,3,8,,0.0,2021-06-22,U,4644/94,0.0,1998-01-29,2295/0564,0.0,1989-06-30,1811/0454,240000.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-8,3,8,,0.0,2021-06-22,U,4644/94,0.0,1998-01-29,2295/0564,0.0,1989-06-30,1811/0454,240000.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-9,3,9,,0.0,2015-03-27,Q,4118/0392,390000.0,2012-07-20,3901/0781,390000.0,1997-04-30,2249/0938,200000.0,1973-07-03,1197/0541,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-9,3,9,,0.0,2015-03-27,Q,4118/0392,390000.0,2012-07-20,3901/0781,390000.0,1997-04-30,2249/0938,200000.0,1973-07-03,1197/0541,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-10,3,10,,0.0,2019-09-13,Q,4465/0453,340000.0,2001-08-15,2571/0788,340000.0,1988-03-18,1729/0597,315000.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-10,3,10,,0.0,2019-09-13,Q,4465/0453,340000.0,2001-08-15,2571/0788,340000.0,1988-03-18,1729/0597,315000.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-11,3,11,,869000.0,2022-05-13,Q,4728/550,558000.0,2020-06-30,4533/531,558000.0,2016-06-10,4213/0575,504400.0,2016-02-15,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-11,3,11,,869000.0,2022-05-13,Q,4728/550,573000.0,2020-07-02,nan,558000.0,2020-06-30,4533/531,558000.0,2016-06-10,4213/0575,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-12,3,12,,372000.0,2016-05-26,Q,4208/0367,0.0,2011-01-10,3767/0313,0.0,1978-09-25,1353/0911,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-12,3,12,,372000.0,2016-05-26,Q,4208/0367,0.0,2011-01-10,3767/0313,0.0,1978-09-25,1353/0911,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-13,3,13,,825000.0,2023-09-15,Q,4826/0520,325000.0,1997-11-11,2284/0046,325000.0,1985-06-04,1546/0589,0.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-13,3,13,,825000.0,2023-09-15,Q,4826/0520,325000.0,1997-11-11,2284/0046,325000.0,1985-06-04,1546/0589,0.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-14,3,14,,516700.0,2018-04-30,Q,4357/0054,469533.0,2005-07-11,3164/0273,469533.0,1988-07-21,1751/0330,325000.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-14,3,14,,516700.0,2018-04-30,Q,4357/0054,469533.0,2005-07-11,3164/0273,469533.0,1988-07-21,1751/0330,325000.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-15,3,15,,339000.0,2005-01-10,Q,3099/0853,229000.0,2002-06-04,2675/0191,229000.0,1998-10-13,2348/0822,0.0,1994-01-10,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-15,3,15,,339000.0,2005-01-10,Q,3099/0853,229000.0,2002-06-04,2675/0191,229000.0,1998-10-13,2348/0822,0.0,1994-01-10,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-16,3,16,,0.0,2024-12-05,U,4907/0684,900000.0,2024-07-09,4876/0851,900000.0,2020-09-23,4559/12,0.0,2014-07-28,4072/0732,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-16,3,16,,0.0,2024-12-05,U,4907/0684,900000.0,2024-07-09,4876/0851,900000.0,2020-09-23,4559/12,0.0,2014-07-28,4072/0732,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-17,3,17,,499000.0,2019-06-25,Q,4445/0264,395000.0,2000-09-21,2493/0099,395000.0,1998-04-13,2309/0441,0.0,1998-01-05,2297/0671,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-17,3,17,,499000.0,2019-06-25,Q,4445/0264,395000.0,2000-09-21,2493/0099,395000.0,1998-04-13,2309/0441,0.0,1998-01-05,2297/0671,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-18,3,18,,1050000.0,2024-10-01,U,4894/0486,0.0,2010-11-08,3748/0492,0.0,1993-12-21,2070/0779,260000.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-18,3,18,,1050000.0,2024-10-01,U,4894/0486,0.0,2010-11-08,3748/0492,0.0,1993-12-21,2070/0779,260000.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-19,3,19,,395000.0,2015-10-01,Q,4162/0382,0.0,2015-06-14,0/0,0.0,2000-02-09,2446/0351,0.0,1986-11-03,1631/0295,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-19,3,19,,395000.0,2015-10-01,Q,4162/0382,0.0,2015-06-14,0/0,0.0,2000-02-09,2446/0351,0.0,1986-11-03,1631/0295,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-20,3,20,,825000.0,2021-10-15,Q,4676/688,0.0,2018-09-21,4394/0953,0.0,2017-03-14,4272/0640,512534.0,2013-05-07,3978/0151,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-20,3,20,,825000.0,2021-10-15,Q,4676/688,0.0,2018-09-21,4394/0953,0.0,2017-03-14,4272/0640,512534.0,2013-05-07,3978/0151,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-21,3,21,,0.0,2017-02-23,Q,0/0,0.0,2014-02-18,4043/0263,0.0,1997-01-28,2237/0836,340000.0,1994-12-22,2125/0983,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-21,3,21,,0.0,2017-02-23,Q,0/0,0.0,2014-02-18,4043/0263,0.0,1997-01-28,2237/0836,340000.0,1994-12-22,2125/0983,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-22,3,22,,957000.0,2016-04-13,Q,4199/0237,729000.0,2006-10-06,3336/0964,729000.0,2000-07-28,2477/0648,71000.0,1993-11-04,2058/0907,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-22,3,22,,957000.0,2016-04-13,Q,4199/0237,729000.0,2006-10-06,3336/0964,729000.0,2000-07-28,2477/0648,71000.0,1993-11-04,2058/0907,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-23,3,23,,0.0,2017-09-06,Q,4309/0888,320000.0,2005-09-22,3196/0541,320000.0,1993-09-27,2053/0050,207500.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-23,3,23,,0.0,2017-09-06,Q,4309/0888,320000.0,2005-09-22,3196/0541,320000.0,1993-09-27,2053/0050,207500.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-24,3,24,,370000.0,2008-11-13,Q,3565/0393,327000.0,2008-07-09,3535/0191,327000.0,1997-05-30,2263/0259,0.0,1976-09-10,1293/0535,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-24,3,24,,370000.0,2008-11-13,Q,3565/0393,327000.0,2008-07-09,3535/0191,327000.0,1997-05-30,2263/0259,0.0,1976-09-10,1293/0535,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-28,3,28,,0.0,2017-02-23,Q,0/0,0.0,2014-02-18,4043/0263,0.0,1997-01-28,2237/0836,340000.0,1994-12-22,2125/0983,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-28,3,28,,0.0,2017-02-23,Q,0/0,0.0,2014-02-18,4043/0263,0.0,1997-01-28,2237/0836,340000.0,1994-12-22,2125/0983,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-33,3,33,,0.0,2019-12-11,Q,4487/0648,473000.0,2011-06-08,3799/0690,473000.0,2003-06-13,2838/0204,420000.0,1979-05-11,1367/0152,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-33,3,33,,0.0,2019-12-11,Q,4487/0648,473000.0,2011-06-08,3799/0690,473000.0,2003-06-13,2838/0204,420000.0,1979-05-11,1367/0152,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-34,3,34,,551000.0,2020-07-17,Q,4545/719,403800.0,2013-09-25,4014/0470,403800.0,2002-06-04,2675/0139,0.0,1980-07-21,1401/0801,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-34,3,34,,551000.0,2020-07-17,Q,4545/719,403800.0,2013-09-25,4014/0470,403800.0,2002-06-04,2675/0139,0.0,1980-07-21,1401/0801,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-35,3,35,,0.0,1997-08-05,Q,2279/0232,0.0,1997-06-05,0/0,0.0,1997-06-05,0/0,0.0,1997-06-05,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-35,3,35,,0.0,1997-08-05,Q,2279/0232,0.0,1997-06-05,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,3-36,3,36,,350000.0,2014-04-30,Q,4070/0153,170000.0,1998-05-05,2312/0713,170000.0,1998-04-28,2312/0713,170000.0,1996-06-03,2203/0099,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-36,3,36,,350000.0,2014-04-30,Q,4070/0153,170000.0,1998-05-05,2312/0713,170000.0,1996-06-03,2203/0099,,,,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,3-37,3,37,,405000.0,2013-09-23,Q,4013/0537,381000.0,2008-06-26,3530/0106,381000.0,1995-12-11,2173/0429,41000.0,1987-06-20,1675/0809,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-37,3,37,,405000.0,2013-09-23,Q,4013/0537,381000.0,2008-06-26,3530/0106,381000.0,1995-12-11,2173/0429,41000.0,1987-06-20,1675/0809,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-38,3,38,,0.0,2024-02-28,U,4853/0199,400000.0,2010-06-22,3710/0226,400000.0,2006-07-24,3309/0315,408533.0,1981-05-22,1422/0951,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-38,3,38,,0.0,2024-02-28,U,4853/0199,400000.0,2010-06-22,3710/0226,400000.0,2006-07-24,3309/0315,408533.0,1981-05-22,1422/0951,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-39,3,39,,0.0,2011-01-12,Q,3768/0181,530000.0,2010-05-11,3700/854,530000.0,1996-02-02,2183/0774,0.0,1994-06-27,2097/0013,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-39,3,39,,0.0,2011-01-12,Q,3768/0181,530000.0,2010-05-11,3700/854,530000.0,1996-02-02,2183/0774,0.0,1994-06-27,2097/0013,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-40,3,40,,0.0,2015-07-10,Q,4144/0601,407534.0,2011-05-17,3793/0230,407534.0,1995-06-16,2147/0024,230000.0,1994-11-23,2123/0118,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-40,3,40,,0.0,2015-07-10,Q,4144/0601,407534.0,2011-05-17,3793/0230,407534.0,1995-06-16,2147/0024,230000.0,1994-11-23,2123/0118,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-41,3,41,,779000.0,2023-08-11,Q,4819/0327,0.0,2022-04-04,4723/269,0.0,2015-09-09,4157/0751,472534.0,2013-09-30,4015/0666,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-41,3,41,,779000.0,2023-08-11,Q,4819/0327,0.0,2022-04-04,4723/269,0.0,2015-09-09,4157/0751,472534.0,2013-09-30,4015/0666,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-42,3,42,,0.0,2011-12-05,Q,3841/0600,329000.0,2010-03-16,3687/0368,329000.0,2008-11-14,3565/0298,350000.0,1984-11-02,1525/0155,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-42,3,42,,0.0,2011-12-05,Q,3841/0600,329000.0,2010-03-16,3687/0368,329000.0,2008-11-14,3565/0298,350000.0,1984-11-02,1525/0155,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,3-43,3,43,,0.0,2012-02-09,Q,3857/0420,0.0,1978-11-17,1357/0854,0.0,1900-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,3-43,3,43,,0.0,2012-02-09,Q,3857/0420,0.0,1978-11-17,1357/0854,0.0,1900-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,4-1,4,1,,0.0,2019-04-26,Q,4433/0665,0.0,2019-04-26,4433/0665,0.0,1997-01-06,2235/0054,375000.0,1997-01-06,2235/0054,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-1,4,1,,0.0,2019-04-26,Q,4433/0665,0.0,1997-01-06,2235/0054,375000.0,1997-01-06,2235/0054,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,4-2,4,2,,0.0,2002-05-13,Q,2666/0761,0.0,1987-08-26,1690/0068,0.0,1901-01-01,0/0,0.0,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-2,4,2,,0.0,2002-05-13,Q,2666/0761,0.0,1987-08-26,1690/0068,0.0,1901-01-01,0/0,,,,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,4-4,4,4,,2175000.0,2008-01-31,Q,3486/0913,2175000.0,2008-01-31,3486/0913,2175000.0,2008-01-31,3486/0913,2175000.0,1996-10-08,2221/0415,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-4,4,4,,2175000.0,2008-01-31,Q,3486/0913,2175000.0,1996-10-08,2221/0415,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,4-5,4,5,,2000000.0,2025-02-11,U,4918/0909,250000.0,2012-12-21,3942/0872,250000.0,2007-10-30,3462/0933,247000.0,2001-01-05,2509/0706,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-5,4,5,,2000000.0,2025-02-11,U,4918/0909,250000.0,2012-12-21,3942/0872,250000.0,2007-10-30,3462/0933,247000.0,2001-01-05,2509/0706,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-6,4,6,,2000000.0,2025-02-11,U,4918/0909,284000.0,2014-04-24,4051/0787,284000.0,2011-03-14,3787/0445,286000.0,2009-06-26,3623/0295,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-6,4,6,,2000000.0,2025-02-11,U,4918/0909,284000.0,2014-04-24,4051/0787,284000.0,2011-03-14,3787/0445,286000.0,2009-06-26,3623/0295,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-7,4,7,,131000.0,1994-07-01,Q,2098/0898,0.0,1901-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-7,4,7,,131000.0,1994-07-01,Q,2098/0898,0.0,1901-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,4-8,4,8,,0.0,2025-06-12,U,4941/0732,0.0,2007-03-30,3393/0078,0.0,2000-07-13,2473/0855,149000.0,1996-06-12,2201/0831,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-8,4,8,,0.0,2025-06-12,U,4941/0732,0.0,2007-03-30,3393/0078,0.0,2000-07-13,2473/0855,149000.0,1996-06-12,2201/0831,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-9,4,9,,0.0,2018-10-31,Q,0/0,0.0,2011-08-31,3820/0991,0.0,2001-10-31,2596/0113,0.0,1966-11-01,1047/0057,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-9,4,9,,0.0,2018-10-31,Q,0/0,0.0,2011-08-31,3820/0991,0.0,2001-10-31,2596/0113,0.0,1966-11-01,1047/0057,Comprehensive sales data from multiple sources - VALIDATED: 0 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-10,4,10,,109100.0,1997-11-05,Q,2284/0818,0.0,1992-06-18,0/0,0.0,1972-08-07,1170/0271,0.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-10,4,10,,109100.0,1997-11-05,Q,2284/0818,0.0,1992-06-18,0/0,0.0,1972-08-07,1170/0271,0.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-11,4,11,,0.0,2025-07-07,U,4947/0030,360000.0,2006-08-14,3316/0941,360000.0,1983-07-15,1477/0002,0.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-11,4,11,,0.0,2025-07-07,U,4947/0030,360000.0,2006-08-14,3316/0941,360000.0,1983-07-15,1477/0002,0.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-12,4,12,,144940.0,1989-08-29,Q,1820/0570,0.0,1901-01-01,0/0,0.0,,nan,nan,,nan,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-12,4,12,,144940.0,1989-08-29,Q,1820/0570,0.0,1901-01-01,0/0,,,,,,,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 2 sources
ORIGINAL_NHDRA,4-13,4,13,,990000.0,2024-05-02,Q,4863/0630,654000.0,2020-05-12,4519/478,654000.0,2001-03-15,2522/0948,65000.0,1987-03-30,1662/0273,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-13,4,13,,990000.0,2024-05-02,Q,4863/0630,654000.0,2020-05-12,4519/478,654000.0,2001-03-15,2522/0948,65000.0,1987-03-30,1662/0273,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-14,4,14,,135000.0,2015-09-25,Q,4161/0422,452133.0,2003-01-06,2763/0894,452133.0,1987-03-30,1662/0273,0.0,1900-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-14,4,14,,135000.0,2015-09-25,Q,4161/0422,452133.0,2003-01-06,2763/0894,452133.0,1987-03-30,1662/0273,0.0,1900-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-15,4,15,,0.0,2016-01-08,Q,4188/0485,432533.0,2001-11-30,2607/0521,432533.0,1999-06-01,2396/0081,332500.0,1987-04-22,1667/0882,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-15,4,15,,0.0,2016-01-08,Q,4188/0485,432533.0,2001-11-30,2607/0521,432533.0,1999-06-01,2396/0081,332500.0,1987-04-22,1667/0882,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-16,4,16,,1010000.0,2024-04-22,Q,4861/0735,470000.0,2005-12-30,3236/0366,470000.0,2005-07-28,3170/0744,0.0,2000-01-25,2443/0645,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-16,4,16,,1010000.0,2024-04-22,Q,4861/0735,470000.0,2005-12-30,3236/0366,470000.0,2005-07-28,3170/0744,0.0,2000-01-25,2443/0645,Comprehensive sales data from multiple sources - VALIDATED: 3 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-17,4,17,,675000.0,2004-08-20,Q,3072/0498,675000.0,2004-08-20,3072/0498,675000.0,2000-03-30,2453/0041,0.0,2000-03-30,2453/0041,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-17,4,17,,675000.0,2004-08-20,Q,3072/0498,675000.0,2000-03-30,2453/0041,0.0,2000-03-30,2453/0041,,,,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 3 sources
ORIGINAL_NHDRA,4-18-100,4,18,100,532000.0,2017-08-03,Q,4302/0445,435000.0,2005-08-02,3174/0447,435000.0,1999-03-02,2378/0455,258000.0,1998-11-24,2360/0703,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-18-100,4,18,100,532000.0,2017-08-03,Q,4302/0445,435000.0,2005-08-02,3174/0447,435000.0,1999-03-02,2378/0455,258000.0,1998-11-24,2360/0703,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-18-200,4,18,200,950000.0,2022-05-28,Q,4732/662,511000.0,2017-08-24,4307/0396,511000.0,2016-08-08,4225/0570,440000.0,2015-11-09,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-18-200,4,18,200,950000.0,2022-05-28,Q,4732/662,511000.0,2017-08-24,4307/0396,511000.0,2016-08-08,4225/0570,440000.0,2015-11-09,0/0,Comprehensive sales data from multiple sources - VALIDATED: 4 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-19,4,19,,107000.0,1998-08-27,Q,2338/0138,0.0,1998-01-09,0/0,0.0,1967-11-01,1064/0403,0.0,1901-01-01,0/0,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-19,4,19,,107000.0,1998-08-27,Q,2338/0138,0.0,1998-01-09,0/0,0.0,1967-11-01,1064/0403,0.0,1901-01-01,0/0,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-20,4,20,,559000.0,2024-05-09,Q,4865/0281,0.0,2023-09-28,nan,0.0,2020-07-12,0/0,0.0,2004-12-15,3088/0497,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-20,4,20,,559000.0,2024-05-09,Q,4865/0281,0.0,2023-09-28,nan,0.0,2020-07-12,0/0,0.0,2004-12-15,3088/0497,Comprehensive sales data from multiple sources - VALIDATED: 1 sales cross-referenced with 4 sources
ORIGINAL_NHDRA,4-21,4,21,,252000.0,2021-04-20,U,4623/221,0.0,2020-06-18,4551/24,0.0,2018-06-28,4370/0815,252000.0,2018-05-01,4357/0531,Original NHDRA flat file data
CORRECTED_COMPREHENSIVE,4-21,4,21,,252000.0,2021-04-20,U,4623/221,0.0,2020-06-18,4551/24,0.0,2018-06-28,4370/0815,252000.0,2018-05-01,4357/0531,Comprehensive sales data from multiple sources - VALIDATED: 2 sales cross-referenced with 4 sources
