Parcel ID,Assessment Year,Total Assessed Value,Land Assessed Value,Building Assessed Value,Data Source,Assessment Date,Tax Year
50-16-8304,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-8304,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-8404,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-8404,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-8505,2022,96500.0,0.0,96500.0,City Parcel Master,2022-01-01,2022
50-16-8505,2020,96500.0,0.0,96500.0,NHDRA,2020-01-01,2020
50-16-8605,2022,96500.0,0.0,96500.0,City Parcel Master,2022-01-01,2022
50-16-8605,2020,96500.0,0.0,96500.0,NHDRA,2020-01-01,2020
50-16-8705,2022,90500.0,0.0,90500.0,City Parcel Master,2022-01-01,2022
50-16-8705,2020,90500.0,0.0,90500.0,NHDRA,2020-01-01,2020
50-16-8905,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-8905,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-9005,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-9005,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-9105,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-9105,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-9205,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-9205,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-9305,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-9305,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-9405,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-9405,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-9505,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-9505,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-9605,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-9605,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-9705,2022,96500.0,0.0,96500.0,City Parcel Master,2022-01-01,2022
50-16-9705,2020,96500.0,0.0,96500.0,NHDRA,2020-01-01,2020
50-16-9805,2022,96500.0,0.0,96500.0,City Parcel Master,2022-01-01,2022
50-16-9805,2020,96500.0,0.0,96500.0,NHDRA,2020-01-01,2020
50-16-9905,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-9905,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-10005,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-10005,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-10105,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-10105,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-10205,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-10205,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-10305,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-10305,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-10405,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-10405,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-10505,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-10505,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-10605,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-10605,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-10705,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-10705,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-10805,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-10805,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-10906,2022,96500.0,0.0,96500.0,City Parcel Master,2022-01-01,2022
50-16-10906,2020,96500.0,0.0,96500.0,NHDRA,2020-01-01,2020
50-16-11006,2022,96500.0,0.0,96500.0,City Parcel Master,2022-01-01,2022
50-16-11006,2020,96500.0,0.0,96500.0,NHDRA,2020-01-01,2020
50-16-11106,2022,65500.0,0.0,65500.0,City Parcel Master,2022-01-01,2022
50-16-11106,2020,65500.0,0.0,65500.0,NHDRA,2020-01-01,2020
50-16-11206,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-11206,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-11306,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-11306,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-11406,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-11406,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-11506,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-11506,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-11606,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-11606,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-11706,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-11706,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-11806,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-11806,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-11906,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-11906,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-12006,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-12006,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-12106,2022,96500.0,0.0,96500.0,City Parcel Master,2022-01-01,2022
50-16-12106,2020,96500.0,0.0,96500.0,NHDRA,2020-01-01,2020
50-16-12206,2022,96500.0,0.0,96500.0,City Parcel Master,2022-01-01,2022
50-16-12206,2020,96500.0,0.0,96500.0,NHDRA,2020-01-01,2020
50-16-12306,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-12306,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-12406,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-12406,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-12506,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-12506,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-12606,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-12606,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-12706,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-12706,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-12806,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-12806,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-12906,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-12906,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-13006,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-13006,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-13106,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-13106,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-16-13206,2022,105100.0,0.0,105100.0,City Parcel Master,2022-01-01,2022
50-16-13206,2020,105100.0,0.0,105100.0,NHDRA,2020-01-01,2020
50-17,2022,401000.0,69500.0,331500.0,City Parcel Master,2022-01-01,2022
50-17,2020,401000.0,69500.0,331500.0,NHDRA,2020-01-01,2020
50-18,2022,400300.0,68800.0,331500.0,City Parcel Master,2022-01-01,2022
50-18,2020,400300.0,68800.0,331500.0,NHDRA,2020-01-01,2020
50-19,2022,428700.0,68800.0,359900.0,City Parcel Master,2022-01-01,2022
50-19,2020,428700.0,68800.0,359900.0,NHDRA,2020-01-01,2020
50-20,2022,441200.0,69500.0,371700.0,City Parcel Master,2022-01-01,2022
50-20,2020,441200.0,69500.0,371700.0,NHDRA,2020-01-01,2020
50-21,2022,433000.0,69500.0,363500.0,City Parcel Master,2022-01-01,2022
50-21,2020,433000.0,69500.0,363500.0,NHDRA,2020-01-01,2020
50-22-101,2022,142900.0,0.0,142900.0,City Parcel Master,2022-01-01,2022
50-22-101,2020,142900.0,0.0,142900.0,NHDRA,2020-01-01,2020
50-22-201,2022,139900.0,0.0,139900.0,City Parcel Master,2022-01-01,2022
50-22-201,2020,139900.0,0.0,139900.0,NHDRA,2020-01-01,2020
50-22-301,2022,152100.0,0.0,152100.0,City Parcel Master,2022-01-01,2022
50-22-301,2020,152100.0,0.0,152100.0,NHDRA,2020-01-01,2020
50-22-401,2022,144200.0,0.0,144200.0,City Parcel Master,2022-01-01,2022
50-22-401,2020,144200.0,0.0,144200.0,NHDRA,2020-01-01,2020
50-22-502,2022,159300.0,0.0,159300.0,City Parcel Master,2022-01-01,2022
50-22-502,2020,159300.0,0.0,159300.0,NHDRA,2020-01-01,2020
50-22-602,2022,159300.0,0.0,159300.0,City Parcel Master,2022-01-01,2022
50-22-602,2020,159300.0,0.0,159300.0,NHDRA,2020-01-01,2020
50-22-702,2022,159300.0,0.0,159300.0,City Parcel Master,2022-01-01,2022
50-22-702,2020,159300.0,0.0,159300.0,NHDRA,2020-01-01,2020
50-22-801,2022,141300.0,0.0,141300.0,City Parcel Master,2022-01-01,2022
50-22-801,2020,141300.0,0.0,141300.0,NHDRA,2020-01-01,2020
50-22-901,2022,152100.0,0.0,152100.0,City Parcel Master,2022-01-01,2022
50-22-901,2020,152100.0,0.0,152100.0,NHDRA,2020-01-01,2020
50-22-1001,2022,139900.0,0.0,139900.0,City Parcel Master,2022-01-01,2022
50-22-1001,2020,139900.0,0.0,139900.0,NHDRA,2020-01-01,2020
50-22-1101,2022,141300.0,0.0,141300.0,City Parcel Master,2022-01-01,2022
50-22-1101,2020,141300.0,0.0,141300.0,NHDRA,2020-01-01,2020
50-22-1202,2022,180600.0,0.0,180600.0,City Parcel Master,2022-01-01,2022
50-22-1202,2020,180600.0,0.0,180600.0,NHDRA,2020-01-01,2020
50-22-1302,2022,210900.0,0.0,210900.0,City Parcel Master,2022-01-01,2022
50-22-1302,2020,210900.0,0.0,210900.0,NHDRA,2020-01-01,2020
50-22-1402,2022,162400.0,0.0,162400.0,City Parcel Master,2022-01-01,2022
50-22-1402,2020,162400.0,0.0,162400.0,NHDRA,2020-01-01,2020
50-23,2022,1813500.0,983900.0,791000.0,City Parcel Master,2022-01-01,2022
50-23,2020,1813500.0,983900.0,791000.0,NHDRA,2020-01-01,2020
50-24,2022,402800.0,402800.0,0.0,City Parcel Master,2022-01-01,2022
50-24,2020,402700.0,402700.0,0.0,NHDRA,2020-01-01,2020
50-25,2022,2513700.0,762900.0,1523500.0,City Parcel Master,2022-01-01,2022
50-25,2020,2483100.0,762900.0,1492900.0,NHDRA,2020-01-01,2020
50-26,2022,2613500.0,1082000.0,1465900.0,City Parcel Master,2022-01-01,2022
50-26,2020,2606500.0,1082000.0,1465900.0,NHDRA,2020-01-01,2020
50-27,2022,5271300.0,810200.0,4352000.0,City Parcel Master,2022-01-01,2022
50-27,2020,5271300.0,810200.0,4352000.0,NHDRA,2020-01-01,2020
50-28,2022,2109500.0,280500.0,1807200.0,City Parcel Master,2022-01-01,2022
50-28,2020,3770199.0,892499.0,2877700.0,NHDRA,2020-01-01,2020
50-28-E,2022,6914700.0,716900.0,6026400.0,City Parcel Master,2022-01-01,2022
50-28-E,2020,4242301.0,997301.0,3073600.0,NHDRA,2020-01-01,2020
50-29,2022,204200.0,204200.0,0.0,City Parcel Master,2022-01-01,2022
50-29,2020,204200.0,204200.0,0.0,NHDRA,2020-01-01,2020
50-30,2022,5624300.0,2096700.0,3294300.0,City Parcel Master,2022-01-01,2022
50-30,2020,5546000.0,2096700.0,3275500.0,NHDRA,2020-01-01,2020
50-30-100,2022,1606300.0,904200.0,676400.0,City Parcel Master,2022-01-01,2022
50-30-100,2020,1606300.0,904200.0,676400.0,NHDRA,2020-01-01,2020
50-31,2022,223700.0,223700.0,0.0,City Parcel Master,2022-01-01,2022
50-31,2020,223700.0,223700.0,0.0,NHDRA,2020-01-01,2020
50-32,2022,6539000.0,1017500.0,5445200.0,City Parcel Master,2022-01-01,2022
50-32,2020,7615900.0,1017500.0,6518000.0,NHDRA,2020-01-01,2020
50-33,2022,301300.0,68800.0,232500.0,City Parcel Master,2022-01-01,2022
50-33,2020,301300.0,68800.0,232500.0,NHDRA,2020-01-01,2020
50-34,2022,300000.0,71400.0,228600.0,City Parcel Master,2022-01-01,2022
50-34,2020,300000.0,71400.0,228600.0,NHDRA,2020-01-01,2020
50-35,2022,274300.0,67200.0,206700.0,City Parcel Master,2022-01-01,2022
50-35,2020,274300.0,67200.0,206700.0,NHDRA,2020-01-01,2020
50-36,2022,328900.0,67200.0,261300.0,City Parcel Master,2022-01-01,2022
50-36,2020,328900.0,67200.0,261300.0,NHDRA,2020-01-01,2020
50-37,2022,303500.0,67200.0,236300.0,City Parcel Master,2022-01-01,2022
50-37,2020,303500.0,67200.0,236300.0,NHDRA,2020-01-01,2020
50-38,2022,284400.0,67200.0,217200.0,City Parcel Master,2022-01-01,2022
50-38,2020,284400.0,67200.0,217200.0,NHDRA,2020-01-01,2020
50-39,2022,307800.0,67200.0,240600.0,City Parcel Master,2022-01-01,2022
50-39,2020,307800.0,67200.0,240600.0,NHDRA,2020-01-01,2020
50-40,2022,304200.0,69300.0,234900.0,City Parcel Master,2022-01-01,2022
50-40,2020,278700.0,69300.0,209400.0,NHDRA,2020-01-01,2020
50-41,2022,330200.0,76400.0,253800.0,City Parcel Master,2022-01-01,2022
50-41,2020,330300.0,76500.0,253800.0,NHDRA,2020-01-01,2020
50-42,2022,515000.0,472600.0,42000.0,City Parcel Master,2022-01-01,2022
50-42,2020,515200.0,472800.0,42000.0,NHDRA,2020-01-01,2020
50-43,2022,294300.0,71600.0,222700.0,City Parcel Master,2022-01-01,2022
50-43,2020,294300.0,71600.0,222700.0,NHDRA,2020-01-01,2020
50-44,2022,309900.0,71600.0,238300.0,City Parcel Master,2022-01-01,2022
50-44,2020,309900.0,71600.0,238300.0,NHDRA,2020-01-01,2020
50-45,2022,302400.0,71600.0,219600.0,City Parcel Master,2022-01-01,2022
50-45,2020,302200.0,71600.0,219400.0,NHDRA,2020-01-01,2020
50-46,2022,399300.0,72400.0,326900.0,City Parcel Master,2022-01-01,2022
50-46,2020,399300.0,72400.0,326900.0,NHDRA,2020-01-01,2020
50-47,2022,283900.0,85300.0,198000.0,City Parcel Master,2022-01-01,2022
50-47,2020,278100.0,85400.0,192100.0,NHDRA,2020-01-01,2020
50-48,2022,232000.0,74600.0,157400.0,City Parcel Master,2022-01-01,2022
50-48,2020,232000.0,74600.0,157400.0,NHDRA,2020-01-01,2020
50-49-101,2022,360700.0,0.0,360700.0,City Parcel Master,2022-01-01,2022
50-49-101,2020,360700.0,0.0,360700.0,NHDRA,2020-01-01,2020
50-49-201,2022,363300.0,0.0,363300.0,City Parcel Master,2022-01-01,2022
50-49-201,2020,363300.0,0.0,363300.0,NHDRA,2020-01-01,2020
50-49-301,2022,363300.0,0.0,363300.0,City Parcel Master,2022-01-01,2022
50-49-301,2020,363300.0,0.0,363300.0,NHDRA,2020-01-01,2020
50-49-402,2022,379900.0,0.0,379900.0,City Parcel Master,2022-01-01,2022
50-49-402,2020,379900.0,0.0,379900.0,NHDRA,2020-01-01,2020
50-49-502,2022,420100.0,0.0,420100.0,City Parcel Master,2022-01-01,2022
50-49-502,2020,420100.0,0.0,420100.0,NHDRA,2020-01-01,2020
50-49-602,2022,363400.0,0.0,363400.0,City Parcel Master,2022-01-01,2022
50-49-602,2020,363400.0,0.0,363400.0,NHDRA,2020-01-01,2020
50-49-702,2022,363400.0,0.0,363400.0,City Parcel Master,2022-01-01,2022
50-49-702,2020,363400.0,0.0,363400.0,NHDRA,2020-01-01,2020
50-49-803,2022,373600.0,0.0,373600.0,City Parcel Master,2022-01-01,2022
50-49-803,2020,373600.0,0.0,373600.0,NHDRA,2020-01-01,2020
50-49-903,2022,401400.0,0.0,401400.0,City Parcel Master,2022-01-01,2022
50-49-903,2020,401400.0,0.0,401400.0,NHDRA,2020-01-01,2020
50-49-1003,2022,412000.0,0.0,412000.0,City Parcel Master,2022-01-01,2022
50-49-1003,2020,412000.0,0.0,412000.0,NHDRA,2020-01-01,2020
50-49-1103,2022,377900.0,0.0,377900.0,City Parcel Master,2022-01-01,2022
50-49-1103,2020,377900.0,0.0,377900.0,NHDRA,2020-01-01,2020
50-49-1204,2022,371800.0,0.0,371800.0,City Parcel Master,2022-01-01,2022
50-49-1204,2020,371800.0,0.0,371800.0,NHDRA,2020-01-01,2020
50-49-1304,2022,405800.0,0.0,405800.0,City Parcel Master,2022-01-01,2022
50-49-1304,2020,405800.0,0.0,405800.0,NHDRA,2020-01-01,2020
50-49-1404,2022,395900.0,0.0,395700.0,City Parcel Master,2022-01-01,2022
50-49-1404,2020,395900.0,0.0,395700.0,NHDRA,2020-01-01,2020
50-49-1504,2022,363300.0,0.0,363300.0,City Parcel Master,2022-01-01,2022
50-49-1504,2020,363300.0,0.0,363300.0,NHDRA,2020-01-01,2020
50-49-1605,2022,365500.0,0.0,365300.0,City Parcel Master,2022-01-01,2022
50-49-1605,2020,365500.0,0.0,365300.0,NHDRA,2020-01-01,2020
50-49-1705,2022,362900.0,0.0,362700.0,City Parcel Master,2022-01-01,2022
50-49-1705,2020,362900.0,0.0,362700.0,NHDRA,2020-01-01,2020
50-49-1805,2022,365700.0,0.0,365500.0,City Parcel Master,2022-01-01,2022
50-49-1805,2020,365700.0,0.0,365500.0,NHDRA,2020-01-01,2020
50-49-1906,2022,360200.0,0.0,360000.0,City Parcel Master,2022-01-01,2022
50-49-1906,2020,360200.0,0.0,360000.0,NHDRA,2020-01-01,2020
50-49-2006,2022,362900.0,0.0,362700.0,City Parcel Master,2022-01-01,2022
50-49-2006,2020,362900.0,0.0,362700.0,NHDRA,2020-01-01,2020
50-49-2106,2022,362900.0,0.0,362700.0,City Parcel Master,2022-01-01,2022
50-49-2106,2020,362900.0,0.0,362700.0,NHDRA,2020-01-01,2020
50-49-2207,2022,362900.0,0.0,362700.0,City Parcel Master,2022-01-01,2022
50-49-2207,2020,362900.0,0.0,362700.0,NHDRA,2020-01-01,2020
50-49-2307,2022,362900.0,0.0,362700.0,City Parcel Master,2022-01-01,2022
50-49-2307,2020,362900.0,0.0,362700.0,NHDRA,2020-01-01,2020
50-49-2407,2022,360200.0,0.0,360000.0,City Parcel Master,2022-01-01,2022
50-49-2407,2020,360200.0,0.0,360000.0,NHDRA,2020-01-01,2020
50-50,2022,289600.0,67300.0,222300.0,City Parcel Master,2022-01-01,2022
50-50,2020,289600.0,67300.0,222300.0,NHDRA,2020-01-01,2020
50-51,2022,280300.0,70300.0,210000.0,City Parcel Master,2022-01-01,2022
50-51,2020,280300.0,70300.0,210000.0,NHDRA,2020-01-01,2020
50-52,2022,426200.0,68800.0,346700.0,City Parcel Master,2022-01-01,2022
50-52,2020,426200.0,68800.0,346700.0,NHDRA,2020-01-01,2020
50-53,2022,287400.0,79900.0,194500.0,City Parcel Master,2022-01-01,2022
50-53,2020,287400.0,79900.0,194500.0,NHDRA,2020-01-01,2020
50-54,2022,193600.0,70800.0,117700.0,City Parcel Master,2022-01-01,2022
50-54,2020,193600.0,70800.0,117700.0,NHDRA,2020-01-01,2020
50-55,2022,372600.0,73900.0,288000.0,City Parcel Master,2022-01-01,2022
50-55,2020,372600.0,73900.0,288000.0,NHDRA,2020-01-01,2020
50-56,2022,300600.0,77800.0,222800.0,City Parcel Master,2022-01-01,2022
50-56,2020,300600.0,77800.0,222800.0,NHDRA,2020-01-01,2020
50-57,2022,408300.0,68000.0,340300.0,City Parcel Master,2022-01-01,2022
50-57,2020,408300.0,68000.0,340300.0,NHDRA,2020-01-01,2020
51-1,2022,2243200.0,748400.0,1453300.0,City Parcel Master,2022-01-01,2022
51-1,2020,2229900.0,748400.0,1440700.0,NHDRA,2020-01-01,2020
51-2,2022,3309100.0,981700.0,2222800.0,City Parcel Master,2022-01-01,2022
51-2,2020,3365800.0,981700.0,2278500.0,NHDRA,2020-01-01,2020
51-3,2022,1803200.0,745400.0,996500.0,City Parcel Master,2022-01-01,2022
51-3,2020,1803200.0,745400.0,996500.0,NHDRA,2020-01-01,2020
51-10,2022,1069200.0,774400.0,290000.0,City Parcel Master,2022-01-01,2022
51-10,2020,1061400.0,774400.0,282300.0,NHDRA,2020-01-01,2020
51-11,2022,456200.0,212600.0,241500.0,City Parcel Master,2022-01-01,2022
51-11,2020,456200.0,212600.0,241500.0,NHDRA,2020-01-01,2020
51-12,2022,359125.0,95925.0,251900.0,City Parcel Master,2022-01-01,2022
51-12,2020,363885.0,97085.0,254300.0,NHDRA,2020-01-01,2020
51-13,2022,1223810.0,579510.0,615400.0,City Parcel Master,2022-01-01,2022
51-13,2020,1223810.0,579510.0,615400.0,NHDRA,2020-01-01,2020
51-13-T,2022,1736000.0,275000.0,0.0,City Parcel Master,2022-01-01,2022
51-13-T,2020,1736000.0,275000.0,0.0,NHDRA,2020-01-01,2020
51-14,2022,4622200.0,981600.0,3184900.0,City Parcel Master,2022-01-01,2022
51-14,2020,4197200.0,981600.0,3184900.0,NHDRA,2020-01-01,2020
51-15,2022,2195900.0,983800.0,951500.0,City Parcel Master,2022-01-01,2022
51-15,2020,993500.0,993500.0,0.0,NHDRA,2020-01-01,2020
52-1,2022,1445.0,1445.0,0.0,City Parcel Master,2022-01-01,2022
52-1,2020,1410.0,1410.0,0.0,NHDRA,2020-01-01,2020
52-2,2022,2625.0,2625.0,0.0,City Parcel Master,2022-01-01,2022
52-2,2020,925.0,925.0,0.0,NHDRA,2020-01-01,2020
52-3,2022,1000.0,1000.0,0.0,City Parcel Master,2022-01-01,2022
52-3,2020,1000.0,1000.0,0.0,NHDRA,2020-01-01,2020
52-5,2022,1141485.0,334085.0,807000.0,City Parcel Master,2022-01-01,2022
52-5,2020,1102685.0,334085.0,768600.0,NHDRA,2020-01-01,2020
52-5-100,2022,482700.0,182100.0,296300.0,City Parcel Master,2022-01-01,2022
52-5-100,2020,491600.0,182100.0,305200.0,NHDRA,2020-01-01,2020
52-6,2022,559200.0,204800.0,323600.0,City Parcel Master,2022-01-01,2022
52-6,2020,555000.0,204800.0,319400.0,NHDRA,2020-01-01,2020
52-8,2022,488200.0,214900.0,257000.0,City Parcel Master,2022-01-01,2022
52-8,2020,488200.0,214900.0,257000.0,NHDRA,2020-01-01,2020
52-9,2022,1030645.0,273245.0,742900.0,City Parcel Master,2022-01-01,2022
52-9,2020,1031230.0,273830.0,742900.0,NHDRA,2020-01-01,2020
52-10,2022,343470.0,114970.0,228500.0,City Parcel Master,2022-01-01,2022
52-10,2020,343165.0,114665.0,228500.0,NHDRA,2020-01-01,2020
52-11,2022,380.0,380.0,0.0,City Parcel Master,2022-01-01,2022
52-11,2020,380.0,380.0,0.0,NHDRA,2020-01-01,2020
52-12,2022,403710.0,122910.0,280800.0,City Parcel Master,2022-01-01,2022
52-12,2020,405100.0,123300.0,280800.0,NHDRA,2020-01-01,2020
52-14,2022,102875.0,78975.0,0.0,City Parcel Master,2022-01-01,2022
52-14,2020,102875.0,78975.0,0.0,NHDRA,2020-01-01,2020
52-15,2022,360900.0,114700.0,246100.0,City Parcel Master,2022-01-01,2022
52-15,2020,360900.0,114700.0,246100.0,NHDRA,2020-01-01,2020
52-16,2022,5580.0,5580.0,0.0,City Parcel Master,2022-01-01,2022
52-16,2020,7505.0,7505.0,0.0,NHDRA,2020-01-01,2020
52-16-100,2022,478500.0,137100.0,337800.0,City Parcel Master,2022-01-01,2022
52-16-100,2020,387900.0,137100.0,247200.0,NHDRA,2020-01-01,2020
52-17,2022,1154795.0,240495.0,882000.0,City Parcel Master,2022-01-01,2022
52-17,2020,1154795.0,240495.0,882000.0,NHDRA,2020-01-01,2020
52-18,2022,518400.0,192100.0,276600.0,City Parcel Master,2022-01-01,2022
52-18,2020,519600.0,192100.0,272000.0,NHDRA,2020-01-01,2020
52-19,2022,724000.0,143500.0,508700.0,City Parcel Master,2022-01-01,2022
52-19,2020,706300.0,143500.0,499000.0,NHDRA,2020-01-01,2020
52-20,2022,620600.0,151200.0,453400.0,City Parcel Master,2022-01-01,2022
52-20,2020,610200.0,151200.0,459000.0,NHDRA,2020-01-01,2020
52-21,2022,801700.0,195000.0,595200.0,City Parcel Master,2022-01-01,2022
52-21,2020,801700.0,195000.0,595200.0,NHDRA,2020-01-01,2020
52-22,2022,1325.0,1325.0,0.0,City Parcel Master,2022-01-01,2022
52-22,2020,1325.0,1325.0,0.0,NHDRA,2020-01-01,2020
52-23,2022,872600.0,283400.0,570900.0,City Parcel Master,2022-01-01,2022
52-23,2020,866100.0,283400.0,582300.0,NHDRA,2020-01-01,2020
52-24,2022,990900.0,279900.0,708100.0,City Parcel Master,2022-01-01,2022
52-24,2020,992800.0,281100.0,708800.0,NHDRA,2020-01-01,2020
52-25,2022,1410.0,1410.0,0.0,City Parcel Master,2022-01-01,2022
52-25,2020,1410.0,1410.0,0.0,NHDRA,2020-01-01,2020
52-26,2022,2490.0,2490.0,0.0,City Parcel Master,2022-01-01,2022
52-26,2020,1510.0,1510.0,0.0,NHDRA,2020-01-01,2020
52-27,2022,967600.0,254600.0,712400.0,City Parcel Master,2022-01-01,2022
52-27,2020,943200.0,148300.0,794300.0,NHDRA,2020-01-01,2020
52-28,2022,1205.0,1205.0,0.0,City Parcel Master,2022-01-01,2022
52-28,2020,1220.0,1220.0,0.0,NHDRA,2020-01-01,2020
52-29,2022,12865.0,12865.0,0.0,City Parcel Master,2022-01-01,2022
52-29,2020,14895.0,14895.0,0.0,NHDRA,2020-01-01,2020
54-1,2022,1017300.0,288700.0,697200.0,City Parcel Master,2022-01-01,2022
54-1,2020,1028800.0,300200.0,697200.0,NHDRA,2020-01-01,2020
54-1-100,2022,476400.0,150500.0,320900.0,City Parcel Master,2022-01-01,2022
54-1-100,2020,476600.0,150700.0,320900.0,NHDRA,2020-01-01,2020
54-2,2022,1228400.0,181000.0,1033300.0,City Parcel Master,2022-01-01,2022
54-2,2020,1228400.0,181000.0,1033300.0,NHDRA,2020-01-01,2020
54-3,2022,248000.0,120700.0,127300.0,City Parcel Master,2022-01-01,2022
54-3,2020,248100.0,120800.0,127300.0,NHDRA,2020-01-01,2020
54-4,2022,216900.0,216900.0,0.0,City Parcel Master,2022-01-01,2022
54-4,2020,216900.0,216900.0,0.0,NHDRA,2020-01-01,2020
54-5,2022,781020.0,188320.0,588300.0,City Parcel Master,2022-01-01,2022
54-5,2020,642220.0,188520.0,452500.0,NHDRA,2020-01-01,2020
54-5-100,2022,536800.0,121800.0,414400.0,City Parcel Master,2022-01-01,2022
54-5-100,2020,536800.0,121800.0,414400.0,NHDRA,2020-01-01,2020
54-6,2022,444200.0,133800.0,307300.0,City Parcel Master,2022-01-01,2022
