REM_MBLU_MAP,REM_MBLU_BLOCK,REM_MBLU_LOT,REM_MBLU_UNIT,VNS_AYB,VNS_EYB,VNS_STYLE,VNS_STYLE_DESC,VNS_OCC,VNS_OCC_DESC,VNS_GRADE,VNS_GRADE_DESC,VNS_BLDG_AREA_LIVING,VNS_BLDG_AREA_GROSS,VNS_BLDG_AREA_EFFECTIVE,VNS_PCT_GOOD,CNS_ASSESS_VAL
      1,      1,       ,       ,1963,2001,09,CONTEMPORY,1010,ONE FAM,C-,AVG. (-),2332,3533,2632,79,283100
      1,      2,       ,       ,1976,2008,09,CONTEMPORY,1010,ONE FAM,B-,GOOD (-),2306,6528,3043,86,467700
      1,      3,    100,       ,1940,2005,19,RANCH,1010,ONE FAM,B,GOOD,1494,3882,2266,83,359600
      1,      3,    200,       ,2005,2013,19,RANCH,1010,ONE FAM,A-,V GOOD-,3822,9513,5242,91,964300
      1,      6,       ,       ,1964,2011,09,CONTEMPORY,1010,ONE FAM,A-,V GOOD-,2732,5244,3227,89,616700
      1,      8,       ,       ,1972,2010,05,CAPE,1010,ONE FAM,C+,AVG. (+),2411,5148,3037,88,397200
      1,      9,       ,       ,1977,2001,05,CAPE,1010,ONE FAM,C+,AVG. (+),3168,6268,3943,79,372500
      1,     10,       ,       ,1975,2012,05,CAPE,1010,ONE FAM,A,VERY GOOD,2278,5676,3040,90,634800
      2,      1,       ,       ,1983,2012,05,CAPE,1010,ONE FAM,C+,AVG. (+),1855,5184,2496,90,353900
      2,      2,       ,       ,,,,,1300,,,,0,0,0,,0
      2,      3,       ,       ,1985,2004,06,COLONIAL,1010,ONE FAM,C+,AVG. (+),2968,6968,3850,82,413600
      2,      4,       ,       ,,,,,9090,,,,0,0,0,,0
      2,      5,       ,       ,1998,2012,06,COLONIAL,1010,ONE FAM,B,GOOD,2280,4564,2900,90,500600
      2,      6,       ,       ,1996,2014,05,CAPE,1010,ONE FAM,B+,GOOD (+),2584,6480,3295,92,583800
      2,      7,       ,       ,1997,2013,06,COLONIAL,1010,ONE FAM,B-,GOOD (-),1792,2972,2066,91,385900
      2,      8,       ,       ,,,,,1300,,,,0,0,0,,0
      2,      9,       ,       ,1985,2012,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1546,3436,2029,90,303200
      2,     10,       ,       ,1986,2014,05,CAPE,1010,ONE FAM,C+,AVG. (+),1512,4114,2117,92,346400
      2,     11,       ,       ,,,,,9090,,,,0,0,0,,0
      2,     12,       ,       ,,,,,1320,,,,0,0,0,,0
      2,     13,       ,       ,,,,,1320,,,,0,0,0,,0
      2,     14,       ,       ,1950,1993,05,CAPE,1010,ONE FAM,C+,AVG. (+),2079,4044,2611,71,14300
      2,     15,       ,       ,1960,1990,58,SCHOOL,3400,OFFICE,B+,Good (+),3368,6906,4743,68,897100
      2,     16,       ,       ,1966,2004,06,COLONIAL,1010,ONE FAM,C+,AVG. (+),2398,3430,2696,82,364700
      3,      2,       ,       ,1980,2012,09,CONTEMPORY,1010,ONE FAM,B-,GOOD (-),1267,4460,2213,90,359600
      3,      4,       ,       ,1967,2008,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1086,2465,1493,86,254100
      3,      5,       ,       ,,,,,9030,,,,0,0,0,,0
      3,      6,       ,       ,1968,2004,19,RANCH,1010,ONE FAM,B+,GOOD (+),2375,3233,2802,82,449000
      3,      7,       ,       ,1974,2008,19,RANCH,1010,ONE FAM,C+,AVG. (+),1506,3949,2243,86,306400
      3,      8,       ,       ,1970,2004,06,COLONIAL,1010,ONE FAM,B,GOOD,2320,4368,3139,82,488100
      3,      9,       ,       ,1966,2001,06,COLONIAL,1010,ONE FAM,B,GOOD,2900,5136,3621,79,522700
      3,     10,       ,       ,1981,2005,05,CAPE,1010,ONE FAM,B,GOOD,3177,7132,4055,83,568500
      3,     11,       ,       ,1995,2016,06,COLONIAL,1010,ONE FAM,B,GOOD,2425,5112,3022,94,552600
      3,     12,       ,       ,1970,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,B,GOOD,1782,3720,2348,79,359500
      3,     13,       ,       ,1986,2014,06,COLONIAL,1010,ONE FAM,B+,GOOD (+),2705,5711,3406,92,640600
      3,     14,       ,       ,1983,2012,09,CONTEMPORY,1010,ONE FAM,B,GOOD,2196,4980,2858,90,501300
      3,     15,       ,       ,1974,2005,09,CONTEMPORY,1010,ONE FAM,B,GOOD,2363,3702,2623,83,415900
      3,     16,       ,       ,1979,2010,06,COLONIAL,1012,ONE FAM W ACC,C+,AVG. (+),3400,6240,4106,88,561900
      3,     17,       ,       ,1976,2010,09,CONTEMPORY,1010,ONE FAM,B,GOOD,1890,5911,3108,88,527200
      3,     18,       ,       ,1971,2004,06,COLONIAL,1010,ONE FAM,B,GOOD,3404,6762,4715,82,624000
      3,     19,       ,       ,1973,2010,05,CAPE,1010,ONE FAM,B+,GOOD (+),3616,6992,4482,88,685100
      3,     20,       ,       ,1971,2019,19,RANCH,1010,ONE FAM,B,GOOD,2243,5270,3373,97,581400
      3,     21,       ,       ,,,,,1310,,,,0,0,0,,0
      3,     22,       ,       ,2001,2016,09,CONTEMPORY,1040,2 FAMILY,A-,V GOOD-,3071,7537,4081,94,881300
      3,     23,       ,       ,1974,2010,19,RANCH,1010,ONE FAM,C+,AVG. (+),1548,4298,2535,88,328100
      3,     24,       ,       ,1972,2010,19,RANCH,1010,ONE FAM,C+,AVG. (+),1372,3780,2096,88,316400
      3,     28,       ,       ,1972,2010,05,CAPE,1010,ONE FAM,B+,GOOD (+),4687,9221,5617,88,785000
      3,     33,       ,       ,1979,2010,06,COLONIAL,1010,ONE FAM,B,GOOD,2614,4669,3278,88,557100
      3,     34,       ,       ,1980,2005,06,COLONIAL,1010,ONE FAM,B+,GOOD (+),2521,5136,3190,83,526200
      3,     35,       ,       ,,,,,9030,,,,0,0,0,,0
      3,     36,       ,       ,1985,2009,05,CAPE,1010,ONE FAM,C+,AVG. (+),2344,5138,2872,87,383700
      3,     37,       ,       ,1996,2016,19,RANCH,1010,ONE FAM,B,GOOD,2612,4846,3353,94,551400
      3,     38,       ,       ,1973,2005,19,RANCH,1010,ONE FAM,B,GOOD,2020,5076,2880,83,432500
      3,     39,       ,       ,1980,2008,19,RANCH,1010,ONE FAM,B,GOOD,3256,6222,4045,86,600200
      3,     40,       ,       ,1970,2004,21,SPLIT LVL,1010,ONE FAM,C+,AVG. (+),2564,6014,3654,82,449500
      3,     41,       ,       ,1970,2008,19,RANCH,1010,ONE FAM,C,AVERAGE,1775,4415,2431,86,327300
      3,     42,       ,       ,1984,2013,19,RANCH,1010,ONE FAM,C+,AVG. (+),1414,3657,2049,91,307800
      3,     43,       ,       ,1967,2004,06,COLONIAL,1010,ONE FAM,C+,AVG. (+),2015,3475,2432,82,332500
      4,      1,       ,       ,1950,1993,19,RANCH,342R,MEDICAL OFF-Res,C,AVERAGE,2235,4297,2839,71,248900
      4,      1,       ,       ,1969,1985,72,OFFICE-PRO,3420,MEDICAL OFF,C,Average,1942,4278,2371,63,249400
      4,      2,       ,       ,1900,1989,02,BUNGALOW,1010,ONE FAM,C,AVERAGE,1406,2959,1731,67,165200
      4,      4,       ,       ,1973,1988,71,OFFICE,3400,OFFICE,C,Average,4500,7524,5212,66,392200
      4,      4,       ,       ,1978,1988,71,OFFICE,3400,OFFICE,C,Average,4500,7532,5222,66,399300
      4,      4,       ,       ,1980,1988,71,OFFICE,3400,OFFICE,C,Average,4500,7599,5225,66,393000
      4,      5,       ,       ,,,,,3910,POTNLDEV,,,,,,,
      4,      6,       ,       ,1978,2005,19,RANCH,1010,ONE FAM,C,AVERAGE,1296,3204,1846,83,235600
      4,      7,       ,       ,1974,2008,06,COLONIAL,1010,ONE FAM,C,AVERAGE,3293,5163,3774,86,445000
      4,      8,       ,       ,1970,2001,09,CONTEMPORY,1010,ONE FAM,C-,AVG. (-),2400,3876,2876,79,308300
      4,      9,       ,       ,1966,1998,05,CAPE,1010,ONE FAM,C+,AVG. (+),1664,4220,2283,76,279100
      4,     10,       ,       ,1967,1998,19,RANCH,1010,ONE FAM,C,AVERAGE,988,2840,1547,76,202600
      4,     11,       ,       ,1964,2001,06,COLONIAL,1010,ONE FAM,C+,AVG. (+),2112,4016,2809,79,368000
      4,     12,       ,       ,1975,2008,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1538,3132,2110,86,294700
      4,     13,       ,       ,2002,2015,09,CONTEMPORY,1010,ONE FAM,B+,GOOD (+),2050,5417,2984,93,612600
      4,     14,       ,       ,2016,2016,09,CONTEMPORY,1010,ONE FAM,B,GOOD,1706,4576,2371,94,432300
      4,     15,       ,       ,1988,2009,09,CONTEMPORY,1010,ONE FAM,B,GOOD,3124,5500,3638,87,585400
      4,     16,       ,       ,1988,2013,09,CONTEMPORY,1010,ONE FAM,B,GOOD,3020,5363,3599,91,596100
      4,     17,       ,       ,1949,1996,09,CONTEMPORY,1010,ONE FAM,A,VERY GOOD,2664,4446,2926,74,491400
      4,     17,       ,       ,2007,2015,22,CONVENT`NL,1010,ONE FAM,B,GOOD,888,1776,1222,93,276000
      4,     18,    100,       ,1998,2016,06,COLONIAL,1010,ONE FAM,B,GOOD,2302,4339,2831,94,532300
      4,     18,    200,       ,2000,2013,06,COLONIAL,1010,ONE FAM,B,GOOD,2712,5626,3336,91,579400
      4,     19,       ,       ,1968,2001,06,COLONIAL,1010,ONE FAM,C+,AVG. (+),3606,6742,4443,79,520600
      4,     20,       ,       ,1967,2001,19,RANCH,1010,ONE FAM,C+,AVG. (+),1716,4095,2441,79,305200
      4,     21,       ,       ,1970,2001,05,CAPE,1010,ONE FAM,C+,AVG. (+),1856,3476,2289,74,254300
      4,     22,       ,       ,1977,2005,05,CAPE,1010,ONE FAM,C+,AVG. (+),1700,3680,2267,83,283400
      4,     23,    104,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2357,5610,3206,81,433800
      4,     23,    203,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2329,5161,2916,81,399700
      4,     23,    305,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1925,5144,2561,81,352600
      4,     23,    403,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2057,4997,2643,81,411200
      4,     23,    505,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2057,4785,2622,81,340800
      4,     23,    602,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2057,4705,2614,81,400000
      4,     23,    706,       ,1977,2006,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2190,4940,2771,84,398800
      4,     23,    802,       ,1977,2003,08,TNHS,1020,CONDO,03,ADEQUATE,1752,4263,2265,81,375900
      4,     23,    906,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2346,5165,2909,81,435100
      4,     23,   1001,       ,1977,2006,08,TNHS,1020,CONDO,03,ADEQUATE,1752,4813,2320,84,368200
      4,     23,   1107,       ,1977,2003,08,TNHS,1020,CONDO,03,ADEQUATE,1946,4695,2542,81,362100
      4,     23,   1201,       ,1977,2003,08,TNHS,1020,CONDO,03,ADEQUATE,1944,4545,2569,81,374800
      4,     23,   1307,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2057,5013,2746,81,385100
      4,     23,   1418,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1910,4583,2546,81,342700
      4,     23,   1508,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2057,4922,2636,81,411000
      4,     23,   1618,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2197,4887,2758,81,413600
      4,     23,   1708,       ,1977,2006,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2057,4857,2629,84,421600
      4,     23,   1909,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2084,4585,2636,81,382600
      4,     23,   2017,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2042,4799,2643,81,374800
      4,     23,   2109,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2057,4689,2612,81,361300
      4,     23,   2216,       ,1977,2010,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2084,4445,2601,88,409100
      4,     23,   2310,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2281,5209,2976,81,411800
      4,     23,   2416,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,1654,4529,2193,81,325700
      4,     23,   2511,       ,1977,2006,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2117,4625,2631,84,413300
      4,     23,   2615,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2258,4617,2775,81,388200
      4,     23,   2711,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2197,4697,2739,81,389700
      4,     23,   2815,       ,1977,2006,08,TNHS,1020,CONDO,03,ADEQUATE,2295,5091,2871,84,392100
      4,     23,   2912,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2267,4815,2814,81,394900
      4,     23,   3014,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2145,4815,2704,81,378500
      4,     23,   3112,       ,1977,2003,08,TNHS,1020,CONDO,03,ADEQUATE,2057,4697,2613,81,381100
      4,     23,   3213,       ,1977,2003,08,CONDO-TNHS,1020,CONDO,03,ADEQUATE,2249,5373,2954,81,406500
      4,     24,       ,       ,1988,1992,46,CHURCH/SYN,9060,CHURCH,B,Good,11616,19113,13108,70,1369900
      4,     25,       ,       ,1995,2014,19,RANCH,1010,ONE FAM,C,AVERAGE,1400,3466,1982,92,264300
      4,     26,       ,       ,1994,2013,06,COLONIAL,1040,2 FAMILY,C,AVERAGE,3438,6714,4381,91,622500
      4,     27,       ,       ,1950,1993,19,RANCH,1010,ONE FAM,C,AVERAGE,1456,3248,1933,71,210100
      4,     28,       ,       ,1976,2005,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1707,2524,1976,83,261800
      4,     29,       ,       ,1950,2008,19,RANCH,1010,ONE FAM,C,AVERAGE,1492,3006,2009,93,278900
      4,     30,       ,       ,1985,2012,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),2280,5150,3289,90,391700
      4,     31,       ,       ,1982,2012,05,CAPE,1010,ONE FAM,C+,AVG. (+),1890,3956,2429,90,339600
      4,     32,       ,       ,1983,2009,06,COLONIAL,1010,ONE FAM,C+,AVG. (+),2418,4555,3100,87,421100
      4,     33,       ,       ,1966,2001,06,COLONIAL,1010,ONE FAM,C+,AVG. (+),1986,4573,2778,79,357900
      4,     34,       ,       ,1967,2001,19,RANCH,1010,ONE FAM,C+,AVG. (+),1398,3588,1970,79,258000
      4,     35,       ,       ,1970,2001,19,RANCH,1010,ONE FAM,C+,AVG. (+),1378,3838,2255,79,288400
      4,     36,       ,       ,1970,2001,19,RANCH,1010,ONE FAM,C+,AVG. (+),2280,4323,2742,79,337300
      4,     37,       ,       ,1970,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1248,2668,1733,82,240300
      4,     38,       ,       ,1972,2008,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1568,3415,2180,86,299500
      4,     39,       ,       ,1970,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1266,2810,1733,82,244800
      4,     40,       ,       ,1971,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1248,2569,1679,82,236100
      4,     41,       ,       ,1970,2008,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1414,2700,1718,86,243200
      4,     42,       ,       ,1971,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1848,4072,2455,82,300000
      4,     43,       ,       ,1970,2008,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1472,3025,1943,86,288300
      4,     44,       ,       ,1969,1998,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1241,2585,1663,76,228400
      4,     45,       ,       ,1968,2001,06,COLONIAL,1010,ONE FAM,C+,AVG. (+),2214,4115,2745,79,346800
      4,     46,       ,       ,1970,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1248,2840,1786,79,225900
      4,     47,       ,       ,1971,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),2448,5076,3197,82,383300
      4,     48,       ,       ,1970,2008,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1241,2592,1629,86,250300
      4,     49,       ,       ,1970,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1714,3466,2255,82,294500
      4,     50,       ,       ,1970,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),2552,5355,3489,79,371700
      4,     51,       ,       ,1969,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1248,2709,1701,79,221200
      4,     52,       ,       ,1970,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1236,2773,1834,82,251600
      4,     53,       ,       ,1970,2008,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1248,2732,1726,86,262800
      4,     54,       ,       ,1970,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1248,2475,1745,82,246700
      4,     55,       ,       ,1970,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),3186,6472,4121,82,444700
      4,     56,       ,       ,1970,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1664,3488,2226,79,263700
      4,     57,       ,       ,1970,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1248,2688,1744,79,240700
      4,     58,       ,       ,1968,2004,19,RANCH,1012,ONE FAM W ACC,C+,AVG. (+),1994,4438,2903,82,382300
      4,     59,       ,       ,1968,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1630,3554,2249,82,308300
      4,     60,       ,       ,1970,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1248,2628,1658,79,217900
      4,     61,       ,       ,1970,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),3204,6139,3971,82,429100
      4,     62,       ,       ,1970,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1248,2661,1704,82,239800
      4,     63,       ,       ,1972,2005,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1248,2786,1779,83,263100
      4,     64,       ,       ,,,,,1310,,,,0,0,0,,0
      4,     65,       ,       ,1970,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1200,2411,1609,79,216700
      4,     66,       ,       ,1966,2001,19,RANCH,1010,ONE FAM,C+,AVG. (+),1842,4016,2514,79,313600
      4,     67,       ,       ,1968,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1261,2653,1688,79,230000
      4,     68,       ,       ,1967,2004,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1232,2576,1613,82,236500
      4,     69,       ,       ,1969,2004,19,RANCH,1010,ONE FAM,C+,AVG. (+),2037,4229,2637,82,336600
      4,     70,       ,       ,1968,2001,19,RANCH,1010,ONE FAM,C+,AVG. (+),1248,3704,2126,79,263500
      4,     71,       ,       ,1970,2001,19,RANCH,1010,ONE FAM,C+,AVG. (+),1258,3425,1988,79,243600
      4,     72,       ,       ,1970,2001,06,COLONIAL,1010,ONE FAM,B-,GOOD (-),2296,4748,3020,79,415700
      4,     73,       ,       ,1968,2004,19,RANCH,1010,ONE FAM,C+,AVG. (+),1248,3424,1857,82,263300
      4,     74,       ,       ,1968,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1234,2578,1688,79,231800
      4,     75,       ,       ,1970,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1938,3944,2519,79,305800
      4,     76,       ,       ,1967,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1234,2700,1786,79,234000
      4,     77,       ,       ,1986,1992,46,CHURCH/SYN,9060,CHURCH,C+,Avg. (+),3600,7296,4567,70,500900
      4,     79,       ,       ,,,,,9030,,,,0,0,0,,0
      4,     80,       ,       ,1950,1993,19,RANCH,1010,ONE FAM,C,AVERAGE,960,2756,1486,71,165300
      4,     81,       ,       ,1950,2000,19,RANCH,1010,ONE FAM,C,AVERAGE,1610,3310,2306,78,264300
      4,     82,       ,       ,1955,1997,19,RANCH,1010,ONE FAM,C,AVERAGE,1084,2804,1736,75,202400
      4,     83,       ,       ,1930,1989,05,CAPE,1010,ONE FAM,C+,AVG. (+),1838,3813,2407,67,253400
      4,     84,       ,       ,,,,,1300,,,,0,0,0,,0
      4,     85,       ,       ,1968,2008,19,RANCH,1010,ONE FAM,C+,AVG. (+),1520,3432,2104,86,290000
      4,     86,       ,       ,1972,2008,19,RANCH,1010,ONE FAM,C+,AVG. (+),1462,3590,2095,86,275600
      4,     87,       ,       ,1968,2004,12,MULTI-CONV,1040,2 FAMILY,C+,AVG. (+),1986,5176,2710,82,361200
      4,     88,       ,       ,1970,2004,19,RANCH,1010,ONE FAM,C+,AVG. (+),1695,3700,2417,82,320800
      5,      1,       ,       ,1955,1982,13,MULTI-GRDN,1120,APT 9+UP,C,Average,1625,1625,1625,60,138800
      5,      1,       ,       ,1955,1982,13,MULTI-GRDN,1120,APT 9+UP,C,Average,1625,1625,1625,60,145800
      5,      1,       ,       ,1955,1982,13,MULTI-GRDN,1120,APT 9+UP,C,Average,1625,1625,1625,60,145800
      5,      1,       ,       ,1955,1982,13,MULTI-GRDN,1120,APT 9+UP,C,Average,1625,1625,1625,60,145800
      5,      1,       ,       ,1955,1982,13,MULTI-GRDN,1120,APT 9+UP,C,Average,1625,1625,1625,60,145800
      5,      1,       ,       ,1955,1982,13,MULTI-GRDN,1120,APT 9+UP,C,Average,1625,1625,1625,60,145800
      5,      1,       ,       ,1955,1982,13,MULTI-GRDN,1120,APT 9+UP,C,Average,1775,1775,1775,60,153600
      5,      1,       ,       ,1955,1982,13,MULTI-GRDN,1120,APT 9+UP,C,Average,1775,1775,1775,60,153600
      5,      1,       ,       ,1955,1982,13,MULTI-GRDN,1120,APT 9+UP,C,Average,1775,1775,1775,60,153600
      5,      1,       ,       ,1955,1982,13,MULTI-GRDN,1120,APT 9+UP,C,Average,1775,1775,1775,60,153600
      5,      1,       ,       ,1955,1982,13,MULTI-GRDN,1120,APT 9+UP,C,Average,1775,1775,1775,60,153600
      5,      1,       ,       ,1955,1982,13,MULTI-GRDN,1120,APT 9+UP,C,Average,1775,1775,1775,60,153600
      5,      1,       ,       ,1955,1982,13,MULTI-GRDN,1120,APT 9+UP,C,Average,1925,1925,1925,60,160900
      5,      1,       ,       ,1965,1986,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4608,4896,4680,18,98500
      5,      1,       ,       ,1965,1986,14,MULTI-TNHS,1120,APT 9+UP,C,Average,5376,5664,5448,64,394000
      5,      1,       ,       ,1965,1986,14,MULTI-TNHS,1120,APT 9+UP,C,Average,9216,9792,9360,64,644400
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2016,2304,2106,86,253200
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2016,2304,2106,86,253200
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2016,2304,2106,86,253200
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2048,2360,2145,86,262900
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2048,2364,2147,86,256300
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2204,2560,2317,86,268700
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2976,3292,3055,86,332700
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,3020,3336,3099,86,336200
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,3020,3336,3099,86,336200
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,449500
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4480,5010,4663,86,455900
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4624,5137,4802,86,466700
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4624,5143,4804,86,466900
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4624,5143,4804,86,466900
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4624,5143,4804,86,466900
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,6052,6966,6313,86,605000
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,6052,6966,6313,86,605000
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,7504,8744,7852,86,735200
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,7504,8744,7852,86,735200
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,7504,8744,7852,86,735200
      5,      1,       ,       ,2007,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,7504,8744,7852,86,735200
      5,      1,       ,       ,2008,2007,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2112,2364,2225,85,262200
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,1960,2248,2050,86,248800
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2016,2304,2106,86,253200
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2048,2364,2147,86,256300
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2772,3276,2932,86,311400
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2772,3276,2932,86,311400
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2772,3276,2932,86,311400
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2772,3276,2932,86,311400
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2772,3276,2932,86,311400
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2772,3276,2932,86,311400
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2772,3276,2932,86,311400
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,2976,3292,3055,86,332700
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4288,4732,4449,86,440000
      5,      1,       ,       ,2008,2008,14,MULTI-TNHS,1120,APT 9+UP,C,Average,4416,4860,4577,86,442600
