REM_MBLU_MAP,REM_MBLU_BLOCK,REM_MBLU_LOT,REM_MBLU_UNIT,VNS_AYB,VNS_EYB,VNS_STYLE,VNS_STYLE_DESC,VNS_OCC,VNS_OCC_DESC,VNS_GRADE,VNS_GRADE_DESC,VNS_BLDG_AREA_LIVING,VNS_BLDG_AREA_GROSS,VNS_BLDG_AREA_EFFECTIVE,VNS_PCT_GOOD,CNS_ASSESS_VAL
     24,     11,       ,       ,2011,2009,13,MULTI-GRDN,1120,APT 9+UP,A-,V Good-,22728,32284,25265,87,3608800
     24,     11,       ,       ,2011,2009,13,MULTI-GRDN,1120,APT 9+UP,A-,V Good-,23013,32664,25574,87,3647000
     24,     11,       ,       ,2011,2009,13,MULTI-GRDN,1120,APT 9+UP,A-,V Good-,23013,32664,25574,87,3647000
     24,     11,       ,       ,2011,2009,13,MULTI-GRDN,1120,APT 9+UP,A-,V Good-,23013,32664,25574,87,3647000
     24,     11,       ,       ,2011,2009,13,MULTI-GRDN,1120,APT 9+UP,A-,V Good-,23013,32664,25574,87,3647000
     24,     11,       ,       ,2011,2009,13,MULTI-GRDN,1120,APT 9+UP,A-,V Good-,109872,144645,123223,87,17045600
     24,     11,       ,       ,2011,2009,69,LODGE,3400,OFFICE,A,Very Good,3186,3434,3248,87,461800
     24,     12,       ,       ,1991,2009,09,CONTEMPORY,1010,ONE FAM,C+,AVG. (+),1619,4357,2203,87,331000
     24,     13,       ,       ,,,,,6201,,,,0,0,0,,0
     24,     14,       ,       ,,,,,9090,OPEN SPACE,,,,,,,
     24,     14,    100,       ,2014,2014,87,HOTEL/DORM,3000,HOTEL,B,Good,81160,83284,81373,92,15403300
     24,     14,    200,       ,2019,2019,13,MULTI-GRDN,1120,APT 9+UP,C+,Avg. (+),38310,55336,43529,97,4529900
     24,     14,    300,       ,,,,,4400,,,,0,0,0,,0
     24,     14,    400,       ,,,,,4400,,,,0,0,0,,0
     24,     14,    500,       ,,,,,4400,,,,0,0,0,,0
     24,     14,    600,       ,,,,,4400,,,,0,0,0,,0
     24,     15,       ,       ,,,,,6121,,,,0,0,0,,0
     24,     16,       ,       ,,,,,9090,,,,0,0,0,,0
     26,      1,       ,       ,1989,1995,83,APARTMENT,112C,APT 9+UP-Comm,C+,Avg. (+),128514,143634,132294,73,9094900
     26,      1,    100,       ,,,,,9150,,,,0,0,0,,0
     26,      2,       ,       ,2009,2007,30,GARAGE,3400,OFFICE,C,Average,58772,58772,58772,85,1775400
     26,      2,       ,       ,2009,2008,71,OFFICE,3400,OFFICE,B-,Good (-),52235,53098,52408,86,6001700
     26,      2,    102,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,786,786,786,98,283000
     26,      2,    104,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1092,1092,1092,98,376300
     26,      2,    106,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,807,807,807,98,279700
     26,      2,    107,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,860,860,860,98,292600
     26,      2,    108,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,790,790,790,98,283500
     26,      2,    109,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,814,814,814,98,286800
     26,      2,    110,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1198,1198,1198,98,396100
     26,      2,    111,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,814,814,814,98,286800
     26,      2,    112,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1198,1198,1198,98,396100
     26,      2,    113,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,814,814,814,98,284800
     26,      2,    114,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,782,782,782,98,284400
     26,      2,    115,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,775,775,775,98,267000
     26,      2,    116,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,807,807,807,98,279700
     26,      2,    117,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,977,977,977,98,363200
     26,      2,    118,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1092,1092,1092,98,365600
     26,      2,    119,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1092,1092,1092,98,365600
     26,      2,    120,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,889,889,889,98,276500
     26,      2,    121,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,889,889,889,98,282500
     26,      2,    201,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,761,761,761,98,271400
     26,      2,    202,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,889,889,889,98,287400
     26,      2,    203,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1034,1034,1034,98,372000
     26,      2,    204,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1092,1092,1092,98,400400
     26,      2,    205,       ,2020,2020,07,GRDN,1020,CONDO,03,ADEQUATE,654,654,654,98,234100
     26,      2,    206,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,807,807,807,98,290800
     26,      2,    207,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,860,860,860,98,297700
     26,      2,    208,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,782,782,782,98,293600
     26,      2,    209,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,814,814,814,98,291800
     26,      2,    210,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1198,1198,1198,98,418400
     26,      2,    211,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,814,814,814,98,291800
     26,      2,    212,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1198,1198,1198,98,412200
     26,      2,    213,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,814,814,814,98,291800
     26,      2,    214,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,782,782,782,98,293600
     26,      2,    215,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,775,775,775,98,273500
     26,      2,    216,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,807,807,807,98,290800
     26,      2,    217,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,977,977,977,98,377600
     26,      2,    218,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1092,1092,1092,98,380100
     26,      2,    219,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1092,1092,1092,98,380100
     26,      2,    220,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,889,889,889,98,287400
     26,      2,    221,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,889,889,889,98,293800
     26,      2,    301,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,889,889,889,98,293800
     26,      2,    302,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,889,889,889,98,287400
     26,      2,    303,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1034,1034,1034,98,372000
     26,      2,    304,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1092,1092,1092,98,380100
     26,      2,    305,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,654,654,654,98,234100
     26,      2,    306,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,807,807,807,98,290800
     26,      2,    307,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,860,860,860,98,297700
     26,      2,    308,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,782,782,782,98,287300
     26,      2,    309,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,814,814,814,98,291800
     26,      2,    310,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1198,1198,1198,98,412200
     26,      2,    311,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,814,814,814,98,291800
     26,      2,    312,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1198,1198,1198,98,421600
     26,      2,    313,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,814,814,814,98,291800
     26,      2,    314,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,782,782,782,98,287300
     26,      2,    315,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,775,775,775,98,277400
     26,      2,    316,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,807,807,807,98,290800
     26,      2,    317,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,977,977,977,98,377600
     26,      2,    318,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1092,1092,1092,98,380100
     26,      2,    319,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1092,1092,1092,98,380100
     26,      2,    320,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,889,889,889,98,287400
     26,      2,    321,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,889,889,889,98,287400
     26,      2,    401,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,889,889,889,98,298300
     26,      2,    402,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,889,889,889,98,300000
     26,      2,    403,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1092,1092,1092,98,394600
     26,      2,    404,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1092,1092,1092,98,394600
     26,      2,    405,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,654,654,654,98,242400
     26,      2,    406,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,807,807,807,98,301900
     26,      2,    407,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,860,860,860,98,309100
     26,      2,    408,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,782,782,782,98,298200
     26,      2,    409,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,814,814,814,98,302900
     26,      2,    410,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1198,1198,1198,98,428300
     26,      2,    411,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,814,814,814,98,302900
     26,      2,    412,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,1198,1198,1198,98,428300
     26,      2,    413,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,814,814,814,98,302900
     26,      2,    414,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,782,782,782,98,304800
     26,      2,    415,       ,2020,2020,07,CONDO-GRDN,1020,CONDO,03,ADEQUATE,775,775,775,98,283700
     26,      3,       ,       ,1985,1995,70,R+D LAB GD,4000,FACTORY,B,Good,18462,18462,18462,73,1277200
     26,      4,       ,       ,1900,1986,71,OFFICE,3400,OFFICE,B,Good,22740,27850,23839,64,2245700
     26,      5,       ,       ,,,,,4400,,,,0,0,0,,0
     26,      6,       ,       ,1989,1995,33,INDUST-LT,3160,COMMWHSE,B,Good,57104,103680,57104,73,2535000
     26,      7,       ,       ,,,,,6221,,,,0,0,0,,0
     26,      8,       ,       ,,,,,6221,,,,0,0,0,,0
     26,      9,       ,       ,1973,2008,19,RANCH,1010,ONE FAM,C-,AVG. (-),864,1753,870,86,141000
     26,     10,       ,       ,1946,1993,19,RANCH,1010,ONE FAM,C-,AVG. (-),1100,2428,1447,30,62500
     26,     11,       ,       ,1950,1979,02,BUNGALOW,1010,ONE FAM,C-,AVG. (-),888,1482,1093,57,103600
     26,     12,       ,       ,1950,1996,19,RANCH,1010,ONE FAM,C-,AVG. (-),690,1524,957,74,122300
     26,     13,       ,       ,1991,2012,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,2176,2436,2202,90,309400
     26,     14,       ,       ,1960,1982,39,REPAIR GAR,901C,STATE NH-Comm,C,Average,3256,4764,3882,60,152100
     26,     15,       ,       ,1967,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C,AVERAGE,868,1764,1204,79,168300
     26,     16,       ,       ,1963,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C,AVERAGE,1040,2358,1456,79,179100
     26,     17,       ,       ,,,,,3910,,,,0,0,0,,0
     26,     18,       ,       ,1986,1992,71,OFFICE,3400,OFFICE,C+,Avg. (+),14501,26276,18167,70,1550800
     26,     19,       ,       ,1984,1992,43,WAREHOUSE,3160,COMMWHSE,C,Average,2800,2960,2832,70,132100
     26,     20,       ,       ,1977,1992,70,R+D LAB GD,3160,COMMWHSE,C,Average,25098,27460,25563,70,1319900
     26,     22,    100,       ,1980,1990,33,INDUST-LT,4010,IND WHSE,B,Good,23086,24086,23286,68,702400
     26,     22,    200,       ,1997,1998,71,OFFICE,354C,TRANSPOR-Comm,B,Good,3869,4217,3939,76,502900
     26,     22,    200,       ,2018,2018,39,REPAIR GAR,354C,TRANSPOR-Comm,C+,Avg. (+),11760,11760,11760,96,682500
     26,     23,       ,       ,1980,1990,73,R+D,4020,IND OFC,C+,Avg. (+),17520,17886,17596,68,806900
     26,     24,       ,       ,1980,1992,70,R+D LAB GD,316C,COMMWHSE-Comm,B,Good,5600,6451,5793,70,465200
     26,     25,       ,       ,2001,2012,05,CAPE,1010,ONE FAM,C,AVERAGE,1008,3144,1395,87,198600
     26,     26,       ,       ,1994,2013,19,RANCH,1010,ONE FAM,C,AVERAGE,988,1994,1240,91,198300
     26,     27,       ,       ,,,,,9030,,,,0,0,0,,0
     28,      1,       ,       ,1930,1993,05,CAPE,1010,ONE FAM,C,AVERAGE,1890,3528,2301,71,232400
     28,      2,       ,       ,,,,,9030,,,,0,0,0,,0
     28,      3,       ,       ,1960,2000,05,CAPE,1010,ONE FAM,C-,AVG. (-),1134,1950,1323,78,156100
     28,      4,       ,       ,1907,1989,22,CONVENT`NL,1010,ONE FAM,C+,AVG. (+),1998,4486,2617,67,286100
     28,      5,    100,       ,,,,,1300,,,,0,0,0,,0
     28,      5,    101,       ,2005,2014,09,CONTEMPORY,1010,ONE FAM,A,VERY GOOD,1564,4252,2514,92,593200
     28,      5,    200,       ,1966,2001,09,CONTEMPORY,1010,ONE FAM,C,AVERAGE,1082,3825,1562,79,150400
     28,      5,    300,       ,2007,2015,06,COLONIAL,1010,ONE FAM,C,AVERAGE,2906,5428,3554,93,473100
     28,      5,    400,       ,2005,2014,06,COLONIAL,1010,ONE FAM,B,GOOD,2464,4740,3058,92,545700
     28,      5,    500,       ,2005,2014,06,COLONIAL,1010,ONE FAM,B,GOOD,2614,5852,3574,92,609100
     28,      7,       ,       ,,,,,6230,,,,0,0,0,,0
     28,      8,       ,       ,1979,2005,09,CONTEMPORY,1010,ONE FAM,C+,AVG. (+),1532,3132,2062,83,260300
     28,      8,       ,       ,1980,2005,04,"CAMP,YRRND",1010,ONE FAM,C,AVERAGE,1032,2104,1089,83,84000
     28,      9,       ,       ,,,,,6001,,,,0,0,0,,0
     28,     10,       ,       ,,,,,1060,OUT BLDS,,,,,,,
     28,     10,       ,       ,,0,,,1060,OUT BLDS,,,,,,,
     28,     10,       ,       ,1900,1993,22,CONVENT`NL,1010,ONE FAM,C,AVERAGE,2709,4918,3252,71,356600
     28,     11,       ,       ,1978,2005,19,RANCH,1010,ONE FAM,C,AVERAGE,988,2557,1513,83,215300
     28,     12,       ,       ,2010,2016,09,CONTEMPORY,1010,ONE FAM,B+,GOOD (+),3440,5701,3958,94,773200
     28,     13,    100,       ,,,,,6001,,,,0,0,0,,0
     28,     13,    200,       ,2009,2015,06,COLONIAL,1010,ONE FAM,B,GOOD,2900,5712,3581,93,647700
     28,     14,       ,       ,,,,,6000,,,,0,0,0,,0
     28,     15,       ,       ,1985,2013,09,CONTEMPORY,1010,ONE FAM,B,GOOD,1991,6233,2793,91,487100
     28,     16,       ,       ,2000,2012,19,RANCH,1010,ONE FAM,B+,GOOD (+),3108,8360,4601,90,737600
     28,     17,       ,       ,2000,2013,06,COLONIAL,1010,ONE FAM,B,GOOD,2940,5836,3519,91,585700
     28,     18,       ,       ,1998,2012,05,CAPE,1010,ONE FAM,B,GOOD,3028,8030,4122,72,473900
     28,     19,       ,       ,2002,2013,06,COLONIAL,1010,ONE FAM,B+,GOOD (+),3545,7544,4751,91,848900
     28,     20,       ,       ,1990,2013,09,CONTEMPORY,1010,ONE FAM,B,GOOD,2171,6001,2977,91,465300
     28,     21,       ,       ,1990,2012,09,CONTEMPORY,1010,ONE FAM,B,GOOD,1703,5655,2635,90,422300
     28,     22,       ,       ,1996,2006,05,CAPE,1010,ONE FAM,B-,GOOD (-),3146,5532,3670,84,408500
     28,     23,       ,       ,,,,,1320,,,,0,0,0,,0
     30,      1,       ,       ,1955,1988,19,RANCH,1010,ONE FAM,C-,AVG. (-),1054,2542,1481,66,141400
     30,      1,    100,       ,1978,2005,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1914,4648,2594,83,333300
     30,      2,       ,       ,1985,2009,05,CAPE,1010,ONE FAM,C,AVERAGE,1915,5332,2531,87,311000
     30,      3,       ,       ,1850,1998,05,CAPE,1010,ONE FAM,C+,AVG. (+),1800,4176,2374,76,284600
     30,      4,       ,       ,,,,,1060,,,,0,0,0,,0
     30,      5,       ,       ,,,,,6230,,,,0,0,0,,0
     30,      6,       ,       ,,,,,6230,,,,0,0,0,,0
     30,      7,       ,       ,1976,2004,06,COLONIAL,1010,ONE FAM,C,AVERAGE,2207,4858,3010,82,349400
     30,      8,       ,       ,1975,2012,05,CAPE,1010,ONE FAM,C+,AVG. (+),1512,3920,2033,90,300800
     30,      9,       ,       ,1978,2008,05,CAPE,1010,ONE FAM,C+,AVG. (+),2352,4686,2912,86,371900
     30,     10,       ,       ,1978,2005,19,RANCH,1010,ONE FAM,C,AVERAGE,864,3307,1581,83,206000
     30,     11,       ,       ,1976,2005,19,RANCH,1010,ONE FAM,C,AVERAGE,1972,5140,2783,83,328400
     30,     12,       ,       ,1978,2005,19,RANCH,1010,ONE FAM,C,AVERAGE,936,2080,1182,83,189800
     30,     13,       ,       ,1978,2008,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1792,3178,2176,86,282700
     30,     14,       ,       ,1976,2008,19,RANCH,1010,ONE FAM,C-,AVG. (-),828,1980,1134,86,161400
     30,     15,       ,       ,1976,2008,19,RANCH,1010,ONE FAM,C,AVERAGE,1344,3250,1929,86,261300
     30,     16,       ,       ,1986,2009,19,RANCH,1010,ONE FAM,C-,AVG. (-),936,2172,1325,87,186600
     30,     17,       ,       ,,,,,9030,,,,0,0,0,,0
     30,     18,       ,       ,2003,2015,19,RANCH,1010,ONE FAM,B-,GOOD (-),1930,5010,2911,93,430100
     30,     19,       ,       ,1980,2001,09,CONTEMPORY,1010,ONE FAM,B,GOOD,1077,3069,1687,59,203600
     30,     20,       ,       ,,,,,1320,,,,0,0,0,,0
     30,     21,       ,       ,1983,2009,05,CAPE,1010,ONE FAM,C+,AVG. (+),2710,5695,3367,87,428900
     30,     22,       ,       ,1968,2004,06,COLONIAL,1010,ONE FAM,B-,GOOD (-),2944,5384,3500,82,480800
     30,     23,       ,       ,1968,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1456,3380,1884,79,248900
     30,     24,       ,       ,1972,2005,06,COLONIAL,1010,ONE FAM,B-,GOOD (-),2899,5258,3575,83,500400
     30,     25,       ,       ,1987,2009,06,COLONIAL,1010,ONE FAM,C+,AVG. (+),2678,5485,3456,87,461000
     30,     26,       ,       ,1974,2010,05,CAPE,1010,ONE FAM,C+,AVG. (+),1568,2896,1902,88,260400
     30,     27,       ,       ,1987,2012,06,COLONIAL,1010,ONE FAM,B,GOOD,2562,6548,3465,90,574200
     30,     28,       ,       ,1974,2010,06,COLONIAL,1010,ONE FAM,B-,GOOD (-),1840,4188,2297,88,366100
     30,     29,       ,       ,1978,2005,06,COLONIAL,1010,ONE FAM,C,AVERAGE,1932,4861,2547,83,332800
     30,     30,       ,       ,1978,2005,05,CAPE,1010,ONE FAM,C+,AVG. (+),2370,5230,3041,83,376000
     30,     31,       ,       ,1974,2008,05,CAPE,1010,ONE FAM,B,GOOD,2742,7077,3488,86,504800
     30,     32,       ,       ,,,,,1300,,,,0,0,0,,0
     30,     33,       ,       ,1983,2009,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),972,1976,1387,87,206000
     30,     34,       ,       ,1976,2005,18,SPLIT/RSD RANCH,1010,ONE FAM,C+,AVG. (+),1184,2544,1624,83,239700
     30,     35,       ,       ,1973,2005,09,CONTEMPORY,1010,ONE FAM,C+,AVG. (+),886,2882,1244,83,209400
     30,     36,       ,       ,1988,2009,06,COLONIAL,1010,ONE FAM,B,GOOD,2897,5214,3564,87,540700
     30,     37,       ,       ,1980,2005,05,CAPE,1010,ONE FAM,C+,AVG. (+),2293,5055,2866,83,349400
     30,     38,       ,       ,1974,2005,18,SPLIT/RSD RANCH,1010,ONE FAM,B,GOOD,1937,6395,3191,83,470300
     30,     39,       ,       ,1969,2001,19,RANCH,1010,ONE FAM,B-,GOOD (-),1789,5059,2716,79,370400
     30,     40,       ,       ,1979,2005,06,COLONIAL,1010,ONE FAM,B-,GOOD (-),1872,3418,2221,83,345600
     30,     41,       ,       ,1977,2010,18,SPLIT/RSD RANCH,1010,ONE FAM,B,GOOD,2141,5026,3127,88,493900
     30,     42,       ,       ,1979,2005,06,COLONIAL,1010,ONE FAM,C+,AVG. (+),2280,5282,3040,83,393700
     30,     43,       ,       ,1969,2004,05,CAPE,1010,ONE FAM,C+,AVG. (+),1443,4204,1813,82,258200
     30,     44,       ,       ,1987,2012,09,CONTEMPORY,1010,ONE FAM,C+,AVG. (+),2520,5837,3298,90,461500
     30,     45,       ,       ,1982,2012,06,COLONIAL,1010,ONE FAM,C+,AVG. (+),2146,5104,2888,90,411600
     30,     46,       ,       ,1976,2008,05,CAPE,1010,ONE FAM,C+,AVG. (+),2910,6200,3569,86,430700
     30,     47,       ,       ,1980,2005,19,RANCH,1010,ONE FAM,C,AVERAGE,1524,3721,2092,83,234100
     30,     48,       ,       ,1969,2001,06,COLONIAL,1010,ONE FAM,B,GOOD,2052,3961,2577,79,422200
     30,     49,       ,       ,1978,2005,05,CAPE,1010,ONE FAM,C+,AVG. (+),1750,4020,2301,83,307800
     30,     50,       ,       ,1987,2012,19,RANCH,1010,ONE FAM,C+,AVG. (+),1958,2425,2029,90,291800
     30,     51,       ,       ,1988,2013,18,SPLIT/RSD RANCH,1010,ONE FAM,C,AVERAGE,1456,4023,2061,91,273600
     37,      1,       ,       ,1970,2001,18,SPLIT/RSD RANCH,1010,ONE FAM,C,AVERAGE,1912,3976,2807,79,305200
     37,      2,       ,       ,1977,2005,18,SPLIT/RSD RANCH,1010,ONE FAM,C,AVERAGE,1630,3474,2251,83,266200
     37,      3,       ,       ,2005,2002,71,OFFICE,3400,OFFICE,C,Average,6330,11610,8442,80,662900
     37,      4,       ,       ,1985,1993,34,INDUSTRIAL,4000,FACTORY,B,Good,50494,53254,51046,71,2056900
     37,      5,       ,       ,1975,1988,36,IND+OFC AREA,3160,COMMWHSE,C+,Avg. (+),23503,23629,23591,66,910300
     37,      7,       ,       ,1975,1996,36,IND+OFC AREA,4000,FACTORY,C+,Avg. (+),45225,46613,45787,74,2028900
     44,      1,       ,       ,,,,,9010,,,,0,0,0,,0
     44,      2,       ,       ,,,,,9010,,,,0,0,0,,0
     44,      3,       ,       ,,,,,9090,,,,0,0,0,,0
     44,      4,       ,       ,1954,1982,78,STORE,3250,STORE,C+,Avg. (+),10065,10441,10184,60,492600
     44,      5,       ,       ,1946,1996,05,CAPE,1010,ONE FAM,C,AVERAGE,1338,3076,1680,74,188000
     44,      6,       ,       ,,,,,1060,OUT BLDS,,,,,,,
     44,      7,       ,       ,,,,,1060,,,,0,0,0,,0
     44,      8,       ,       ,,,,,9010,,,,0,0,0,,0
     44,      9,       ,       ,,,,,1300,RES LAND,,,,,,,
     44,     10,       ,       ,1956,1997,19,RANCH,1010,ONE FAM,D,FAIR,646,761,675,75,86000
     44,     11,       ,       ,1982,2009,19,RANCH,1010,ONE FAM,C,AVERAGE,914,2058,1180,87,166600
     44,     12,       ,       ,1924,1989,02,BUNGALOW,1010,ONE FAM,C,AVERAGE,1458,3310,1748,67,182700
     44,     13,       ,       ,,,,,1310,,,,0,0,0,,0
     44,     14,       ,       ,2003,2013,06,COLONIAL,1010,ONE FAM,B,GOOD,2139,5024,2599,91,461000
     44,     15,       ,       ,,,,,1320,,,,0,0,0,,0
     44,     16,       ,       ,1964,1994,05,CAPE,1010,ONE FAM,C,AVERAGE,1694,4017,2132,72,196100
     44,     17,       ,       ,1964,2004,19,RANCH,1010,ONE FAM,C,AVERAGE,960,2712,1395,82,182300
     44,     18,       ,       ,1955,1988,19,RANCH,1010,ONE FAM,C,AVERAGE,1050,2149,1257,66,142300
     44,     19,       ,       ,,,,,6111,,,,0,0,0,,0
     44,     19,    100,       ,2000,2012,09,CONTEMPORY,1010,ONE FAM,C+,AVG. (+),2133,2973,2384,90,362900
     44,     19,    200,       ,2001,2012,09,CONTEMPORY,1010,ONE FAM,B,GOOD,1983,4794,2818,90,495300
     44,     19,    300,       ,2000,2012,09,CONTEMPORY,1010,ONE FAM,B,GOOD,2001,3144,2238,90,409300
     44,     19,    400,       ,2000,2012,19,RANCH,1010,ONE FAM,C+,AVG. (+),1460,2224,1736,90,264400
     44,     19,    500,       ,2000,2012,19,RANCH,1010,ONE FAM,C+,AVG. (+),1612,2335,1878,90,287800
     44,     19,    600,       ,2000,2012,09,CONTEMPORY,1010,ONE FAM,C+,AVG. (+),1997,2788,2234,90,349700
     44,     19,    700,       ,2001,2016,09,CONTEMPORY,1010,ONE FAM,B,GOOD,2140,5157,2991,94,547500
     44,     19,    800,       ,2001,2013,09,CONTEMPORY,1010,ONE FAM,B,GOOD,1959,3160,2203,91,413100
     44,     19,    900,       ,2001,2013,09,CONTEMPORY,1010,ONE FAM,B,GOOD,1995,3166,2228,91,407000
     44,     19,   1000,       ,2001,2013,09,CONTEMPORY,1010,ONE FAM,B,GOOD,2548,5512,3262,91,555100
     44,     19,   1100,       ,2000,2013,09,CONTEMPORY,1010,ONE FAM,B,GOOD,1971,3094,2199,91,408500
     44,     19,   1200,       ,2001,2013,09,CONTEMPORY,1010,ONE FAM,B,GOOD,2513,3504,2745,91,478200
     44,     19,   1300,       ,2000,2013,09,CONTEMPORY,1010,ONE FAM,B,GOOD,2204,3482,2447,91,436600
     44,     19,   1400,       ,2000,2012,09,CONTEMPORY,1010,ONE FAM,B,GOOD,2049,4820,2330,90,401200
     44,     19,   1500,       ,2001,2013,09,CONTEMPORY,1010,ONE FAM,B,GOOD,2359,3416,2609,91,461200
     44,     19,   1600,       ,2000,2013,09,CONTEMPORY,1010,ONE FAM,B,GOOD,1985,3187,2228,91,410400
