REM_MBLU_MAP,REM_MBLU_BLOCK,REM_MBLU_LOT,REM_MBLU_UNIT,REM_PRCL_LOCN,PRC_TTL_LND_AREA_ACRES,LND_FRONTAGE,LND_DEPTH,LND_SITE_IDX,LND_OCC,LND_OCC_DESC,LND_ASSESS_VAL,LND_LINE_NUM,LND_BLDG_NUM
      1,      1,       ,       ,17 FARAWAY LN ,2.340000,,,0,1010,ONE FAM,4300.00,2,1
      1,      1,       ,       ,17 FARAWAY LN ,2.340000,,,5,1010,ONE FAM,159600.00,1,1
      1,      2,       ,       ,19 FARAWAY LN ,2.290000,,,0,1010,ONE FAM,4100.00,2,1
      1,      2,       ,       ,19 FARAWAY LN ,2.290000,,,5,1010,ONE FAM,144000.00,1,1
      1,      3,    100,       ,23 FARAWAY LN,1.560000,,,0,1010,ONE FAM,2200.00,2,1
      1,      3,    100,       ,23 FARAWAY LN,1.560000,,,5,1010,ONE FAM,159600.00,1,1
      1,      3,    200,       ,25 FARAWAY LN ,6.200000,,,0,1010,ONE FAM,16600.00,2,1
      1,      3,    200,       ,25 FARAWAY LN ,6.200000,,,5,1010,ONE FAM,159600.00,1,1
      1,      6,       ,       ,31 FARAWAY LN ,6.590000,,,0,1010,ONE FAM,15700.00,2,1
      1,      6,       ,       ,31 FARAWAY LN ,6.590000,,,5,1010,ONE FAM,255400.00,1,1
      1,      8,       ,       ,22 FARAWAY LN ,2.380000,,,0,1010,ONE FAM,5500.00,2,1
      1,      8,       ,       ,22 FARAWAY LN ,2.380000,,,5,1010,ONE FAM,159600.00,1,1
      1,      9,       ,       ,3 HILLTOP DR,1.050000,,,0,1010,ONE FAM,200.00,2,1
      1,      9,       ,       ,3 HILLTOP DR,1.050000,,,5,1010,ONE FAM,159600.00,1,1
      1,     10,       ,       ,7 HILLTOP DR ,2.540000,,,0,1010,ONE FAM,6200.00,2,1
      1,     10,       ,       ,7 HILLTOP DR ,2.540000,,,5,1010,ONE FAM,159600.00,1,1
      2,      1,       ,       ,8 HILLTOP DR,1.580000,,,0,1010,ONE FAM,1900.00,2,1
      2,      1,       ,       ,8 HILLTOP DR,1.580000,,,5,1010,ONE FAM,159600.00,1,1
      2,      2,       ,       ,0 HILLTOP DR,0.890643,,,5,1300,RES LAND,159300.00,1,1
      2,      3,       ,       ,2 FARAWAY LN,0.890000,,,5,1010,ONE FAM,159300.00,1,1
      2,      4,       ,       ,0 CHAMBERS CIR ,3.400000,,,0,9090,OPEN SPACE,0.00,1,1
      2,      5,       ,       ,16 CHAMBERS CIR,0.680000,,,5,1010,ONE FAM,152900.00,1,1
      2,      6,       ,       ,14 CHAMBERS CIR,0.700000,,,5,1010,ONE FAM,154100.00,1,1
      2,      7,       ,       ,12 CHAMBERS CIR,0.670000,,,5,1010,ONE FAM,144400.00,1,1
      2,      8,       ,       ,10 CHAMBERS CIR ,0.670000,,,5,1300,RES LAND,136800.00,1,1
      2,      9,       ,       ,2 WYETH FARM CIR,0.740000,,,5,1010,ONE FAM,112100.00,1,1
      2,     10,       ,       ,1 WYETH FARM CIR,0.790000,,,5,1010,ONE FAM,102500.00,1,1
      2,     11,       ,       ,0 WYETH FARM CIR ,2.740000,,,0,9090,OPEN SPACE,0.00,1,1
      2,     12,       ,       ,0 N MAIN ST,0.219995,,,5,1320,UNDEV,400.00,1,1
      2,     13,       ,       ,0 N MAIN ST ,0.200000,,,5,1320,UNDEV,300.00,1,1
      2,     14,       ,       ,0 N MAIN ST,0.250000,,,5,1010,ONE FAM,11200.00,1,1
      2,     15,       ,       ,434 N MAIN ST ,0.740000,,,C,3520,DAY CARE,257500.00,1,1
      2,     16,       ,       ,3 CAMBRIDGE PL ,0.430000,,,5,1010,ONE FAM,133600.00,1,1
      3,      2,       ,       ,15 WILDWOOD DR ,3.610000,,,0,1010,ONE FAM,2400.00,3,1
      3,      2,       ,       ,15 WILDWOOD DR ,3.610000,,,0,1010,ONE FAM,8000.00,2,1
      3,      2,       ,       ,15 WILDWOOD DR ,3.610000,,,5,1010,ONE FAM,159600.00,1,1
      3,      4,       ,       ,21 WILDWOOD DR ,1.770000,,,0,1010,ONE FAM,2200.00,2,1
      3,      4,       ,       ,21 WILDWOOD DR ,1.770000,,,5,1010,ONE FAM,190000.00,1,1
      3,      5,       ,       ,0 WILDWOOD DR,18.730000,,,0,9030,MUNICPAL,70900.00,2,1
      3,      5,       ,       ,0 WILDWOOD DR,18.730000,,,C,9030,MUNICPAL,332300.00,1,1
      3,      6,       ,       ,25 WILDWOOD DR ,1.210000,,,0,1010,ONE FAM,800.00,2,1
      3,      6,       ,       ,25 WILDWOOD DR ,1.210000,,,5,1010,ONE FAM,359100.00,1,1
      3,      7,       ,       ,27 WILDWOOD DR ,1.890000,,,0,1010,ONE FAM,3600.00,2,1
      3,      7,       ,       ,27 WILDWOOD DR ,1.890000,,,5,1010,ONE FAM,359100.00,1,1
      3,      8,       ,       ,29 WILDWOOD DR,0.620000,,,5,1010,ONE FAM,147900.00,1,1
      3,      9,       ,       ,33 WILDWOOD DR,0.620000,,,5,1010,ONE FAM,147900.00,1,1
      3,     10,       ,       ,37 WILDWOOD DR ,0.480000,,,5,1010,ONE FAM,137200.00,1,1
      3,     11,       ,       ,39 WILDWOOD DR ,0.600000,,,5,1010,ONE FAM,146200.00,1,1
      3,     12,       ,       ,41 WILDWOOD DR,0.550000,,,5,1010,ONE FAM,142300.00,1,1
      3,     13,       ,       ,31 OAK RIDGE RD,0.490000,,,5,1010,ONE FAM,137900.00,1,1
      3,     14,       ,       ,72 OAK RIDGE RD,0.520000,,,5,1010,ONE FAM,140100.00,1,1
      3,     15,       ,       ,70 OAK RIDGE RD,0.540000,,,5,1010,ONE FAM,141600.00,1,1
      3,     16,       ,       ,66 OAK RIDGE RD ,0.550000,,,5,1012,ONE FAM W ACC,142300.00,1,1
      3,     17,       ,       ,62 OAK RIDGE RD,1.180000,,,0,1010,ONE FAM,700.00,2,1
      3,     17,       ,       ,62 OAK RIDGE RD,1.180000,,,5,1010,ONE FAM,159600.00,1,1
      3,     18,       ,       ,60 OAK RIDGE RD,1.380000,,,0,1010,ONE FAM,1500.00,2,1
      3,     18,       ,       ,60 OAK RIDGE RD,1.380000,,,5,1010,ONE FAM,199500.00,1,1
      3,     19,       ,       ,56 OAK RIDGE RD ,0.880000,,,5,1010,ONE FAM,159300.00,1,1
      3,     20,       ,       ,52 OAK RIDGE RD ,1.310000,,,0,1010,ONE FAM,1200.00,2,1
      3,     20,       ,       ,52 OAK RIDGE RD ,1.310000,,,5,1010,ONE FAM,199500.00,1,1
      3,     21,       ,       ,48 OAK RIDGE RD,2.800000,,,0,1310,POTNLDEV,1800.00,2,1
      3,     21,       ,       ,48 OAK RIDGE RD,2.800000,,,5,1310,POTNLDEV,63800.00,1,1
      3,     22,       ,       ,44 OAK RIDGE RD,2.800000,,,0,1040,2 FAMILY,5000.00,2,1
      3,     22,       ,       ,44 OAK RIDGE RD,2.800000,,,5,1040,2 FAMILY,215500.00,1,1
      3,     23,       ,       ,40 OAK RIDGE RD,0.550000,,,5,1010,ONE FAM,142300.00,1,1
      3,     24,       ,       ,36 OAK RIDGE RD ,0.500000,,,5,1010,ONE FAM,138700.00,1,1
      3,     28,       ,       ,65 OAK RIDGE RD,4.420000,,,0,1010,ONE FAM,5700.00,3,1
      3,     28,       ,       ,65 OAK RIDGE RD,4.420000,,,0,1010,ONE FAM,8000.00,2,1
      3,     28,       ,       ,65 OAK RIDGE RD,4.420000,,,5,1010,ONE FAM,159600.00,1,1
      3,     33,       ,       ,32 OAK RIDGE RD,1.140000,,,0,1010,ONE FAM,600.00,2,1
      3,     33,       ,       ,32 OAK RIDGE RD,1.140000,,,5,1010,ONE FAM,159600.00,1,1
      3,     34,       ,       ,28 OAK RIDGE RD,0.880000,,,5,1010,ONE FAM,159300.00,1,1
      3,     35,       ,       ,11 FARAWAY LN ,19.500000,,,0,9030,MUNICPAL,74000.00,2,1
      3,     35,       ,       ,11 FARAWAY LN ,19.500000,,,C,9030,MUNICPAL,1173000.00,1,1
      3,     36,       ,       ,23 OAK RIDGE RD,0.530000,,,5,1010,ONE FAM,140800.00,1,1
      3,     37,       ,       ,42 WILDWOOD DR,0.520000,,,5,1010,ONE FAM,140100.00,1,1
      3,     38,       ,       ,38 WILDWOOD DR,0.480000,,,5,1010,ONE FAM,134400.00,1,1
      3,     39,       ,       ,34 WILDWOOD DR,0.890000,,,5,1010,ONE FAM,159400.00,1,1
      3,     40,       ,       ,24 WILDWOOD DR,0.960000,,,5,1010,ONE FAM,159200.00,1,1
      3,     41,       ,       ,16 WILDWOOD DR ,0.510000,,,5,1010,ONE FAM,139400.00,1,1
      3,     42,       ,       ,14 WILDWOOD DR,0.520000,,,5,1010,ONE FAM,140100.00,1,1
      3,     43,       ,       ,10 WILDWOOD DR,0.570000,,,5,1010,ONE FAM,143700.00,1,1
      4,      1,       ,       ,391 N MAIN ST ,2.390000,,,0,3420,MEDICAL OFF,,1,2
      4,      1,       ,       ,391 N MAIN ST ,2.390000,,,0,342R,MEDICAL OFF-Res,4000.00,2,1
      4,      1,       ,       ,391 N MAIN ST ,2.390000,,,5,342R,MEDICAL OFF-Res,172100.00,1,1
      4,      2,       ,       ,17 RICHARDSON PL,0.530000,,,5,1010,ONE FAM,101200.00,1,1
      4,      4,       ,       ,1 OAK RIDGE RD ,2.339991,,,0,3400,OFFICE,,1,2
      4,      4,       ,       ,1 OAK RIDGE RD ,2.339991,,,0,3400,OFFICE,,1,3
      4,      4,       ,       ,1 OAK RIDGE RD ,2.339991,,,C,3400,OFFICE,657600.00,1,1
      4,      5,       ,       ,SUGARWOOD  CIR ,4.620000,,,5,3910,POTNLDEV,672000.00,1,1
      4,      6,       ,       ,11 OAK RIDGE RD,0.760000,,,5,1010,ONE FAM,156800.00,1,1
      4,      7,       ,       ,15 OAK RIDGE RD ,0.700000,,,5,1010,ONE FAM,154100.00,1,1
      4,      8,       ,       ,1 WILDWOOD DR,0.760000,,,5,1010,ONE FAM,156800.00,1,1
      4,      9,       ,       ,5 WILDWOOD DR,1.250000,,,0,1010,ONE FAM,1000.00,2,1
      4,      9,       ,       ,5 WILDWOOD DR,1.250000,,,5,1010,ONE FAM,159600.00,1,1
      4,     10,       ,       ,9 WILDWOOD DR,1.650000,,,0,1010,ONE FAM,2100.00,2,1
      4,     10,       ,       ,9 WILDWOOD DR,1.650000,,,5,1010,ONE FAM,159600.00,1,1
      4,     11,       ,       ,6 WILDWOOD DR ,0.600000,,,5,1010,ONE FAM,146200.00,1,1
      4,     12,       ,       ,19 OAK RIDGE RD,0.640000,,,5,1010,ONE FAM,149500.00,1,1
      4,     13,       ,       ,8 CHAMBERS CIR,0.700000,,,5,1010,ONE FAM,138700.00,1,1
      4,     14,       ,       ,6 CHAMBERS CIR,0.780000,,,5,1010,ONE FAM,142100.00,1,1
      4,     15,       ,       ,4 CHAMBERS CIR,0.770000,,,5,1010,ONE FAM,157200.00,1,1
      4,     16,       ,       ,2 CHAMBERS CIR,0.700000,,,5,1010,ONE FAM,154200.00,1,1
      4,     17,       ,       ,1 CHAMBERS RD,5.050000,,,0,1010,ONE FAM,,1,2
      4,     17,       ,       ,1 CHAMBERS RD,5.050000,,,0,1010,ONE FAM,8000.00,2,1
      4,     17,       ,       ,1 CHAMBERS RD,5.050000,,,0,1010,ONE FAM,8200.00,3,1
      4,     17,       ,       ,1 CHAMBERS RD,5.050000,,,5,1010,ONE FAM,159600.00,1,1
      4,     18,    100,       ,24 OAK RIDGE RD,1.890000,,,0,1010,ONE FAM,3200.00,2,1
      4,     18,    100,       ,24 OAK RIDGE RD,1.890000,,,5,1010,ONE FAM,143600.00,1,1
      4,     18,    200,       ,8 DOVE LN ,4.600000,,,0,1010,ONE FAM,6400.00,3,1
      4,     18,    200,       ,8 DOVE LN ,4.600000,,,0,1010,ONE FAM,8000.00,2,1
      4,     18,    200,       ,8 DOVE LN ,4.600000,,,5,1010,ONE FAM,159600.00,1,1
      4,     19,       ,       ,22 OAK RIDGE RD,0.420000,,,5,1010,ONE FAM,132900.00,1,1
      4,     20,       ,       ,18 OAK RIDGE RD ,0.440000,,,5,1010,ONE FAM,134300.00,1,1
      4,     21,       ,       ,14 OAK RIDGE RD ,0.440000,,,5,1010,ONE FAM,134300.00,1,1
      4,     22,       ,       ,10 OAK RIDGE RD,0.440000,,,5,1010,ONE FAM,134300.00,1,1
      4,     23,       ,       ,PINEWOOD VILL. RD ,8.160009,,,0,9550,CONDO MSTR,0.00,1,1
      4,     23,    104,       ,6 OAK RIDGE RD #1,0.000000,,,5,1020,CONDO,,1,1
      4,     23,    203,       ,6 OAK RIDGE RD 2,0.000000,,,5,1020,CONDO,,1,1
      4,     23,    305,       ,6 OAK RIDGE RD 3,0.000000,,,5,1020,CONDO,,1,1
      4,     23,    403,       ,6 OAK RIDGE RD #4,0.000000,,,5,1020,CONDO,,1,1
      4,     23,    505,       ,6 OAK RIDGE RD 5,0.000000,,,5,1020,CONDO,,1,1
      4,     23,    602,       ,6 OAK RIDGE RD #6,0.000000,,,5,1020,CONDO,,1,1
      4,     23,    706,       ,6 OAK RIDGE RD 7,0.000000,,,5,1020,CONDO,,1,1
      4,     23,    802,       ,6 OAK RIDGE RD 8,0.000000,,,5,1020,CONDO,,1,1
      4,     23,    906,       ,6 OAK RIDGE RD 9,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   1001,       ,6 OAK RIDGE RD #10,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   1107,       ,6 OAK RIDGE RD 11,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   1201,       ,6 OAK RIDGE RD 12,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   1307,       ,6 OAK RIDGE RD #13,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   1418,       ,6 OAK RIDGE RD 14,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   1508,       ,6 OAK RIDGE RD 15,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   1618,       ,6 OAK RIDGE RD 16,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   1708,       ,6 OAK RIDGE RD 17,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   1909,       ,6 OAK RIDGE RD #19,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   2017,       ,6 OAK RIDGE RD 20,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   2109,       ,6 OAK RIDGE RD 21,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   2216,       ,6 OAK RIDGE RD 22,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   2310,       ,6 OAK RIDGE RD 23,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   2416,       ,6 OAK RIDGE RD 24,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   2511,       ,6 OAK RIDGE RD 25,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   2615,       ,6 OAK RIDGE RD 26,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   2711,       ,6 OAK RIDGE RD #27,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   2815,       ,6 OAK RIDGE RD 28,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   2912,       ,6 OAK RIDGE RD 29,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   3014,       ,6 OAK RIDGE RD 30,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   3112,       ,6 OAK RIDGE RD 31,0.000000,,,5,1020,CONDO,,1,1
      4,     23,   3213,       ,6 OAK RIDGE RD 32,0.000000,,,5,1020,CONDO,,1,1
      4,     24,       ,       ,407 N MAIN ST ,3.140000,,,0,9060,CHURCH,3300.00,2,1
      4,     24,       ,       ,407 N MAIN ST ,3.140000,,,C,9060,CHURCH,1967200.00,1,1
      4,     25,       ,       ,3 SCOTT AVE ,0.250000,,,5,1010,ONE FAM,74900.00,1,1
      4,     26,       ,       ,7 SCOTT AVE ,0.460000,,,5,1040,2 FAMILY,87800.00,1,1
      4,     27,       ,       ,6 SCOTT AVE,0.460000,,,5,1010,ONE FAM,97600.00,1,1
      4,     28,       ,       ,2 SCOTT AVE,0.250000,,,5,1010,ONE FAM,74900.00,1,1
      4,     29,       ,       ,421 N MAIN ST ,0.250000,,,5,1010,ONE FAM,74900.00,1,1
      4,     30,       ,       ,7 WYETH FARM CIR,0.810000,,,5,1010,ONE FAM,102900.00,1,1
      4,     31,       ,       ,6 WYETH FARM CIR,0.450000,,,5,1010,ONE FAM,97100.00,1,1
      4,     32,       ,       ,4 WYETH FARM CIR ,0.780000,,,5,1010,ONE FAM,113500.00,1,1
      4,     33,       ,       ,11 DUNSTER DR ,0.560000,,,5,1010,ONE FAM,142800.00,1,1
      4,     34,       ,       ,10 LONGWOOD LN,0.490000,,,5,1010,ONE FAM,131000.00,1,1
      4,     35,       ,       ,6 LONGWOOD LN,0.470000,,,5,1010,ONE FAM,129700.00,1,1
      4,     36,       ,       ,2 LONGWOOD LN,0.460000,,,5,1010,ONE FAM,135800.00,1,1
      4,     37,       ,       ,1 GILSON RD,0.480000,,,5,1010,ONE FAM,137200.00,1,1
      4,     38,       ,       ,3 GILSON RD,0.690000,,,5,1010,ONE FAM,153700.00,1,1
      4,     39,       ,       ,5 GILSON RD,0.780000,,,5,1010,ONE FAM,157900.00,1,1
      4,     40,       ,       ,7 GILSON RD,0.620000,,,5,1010,ONE FAM,147900.00,1,1
      4,     41,       ,       ,9 GILSON RD,0.740000,,,5,1010,ONE FAM,156000.00,1,1
      4,     42,       ,       ,11 GILSON RD ,0.910000,,,5,1010,ONE FAM,159200.00,1,1
      4,     43,       ,       ,13 GILSON RD ,0.770000,,,5,1010,ONE FAM,157200.00,1,1
      4,     44,       ,       ,15 GILSON RD,0.820000,,,5,1010,ONE FAM,158900.00,1,1
      4,     45,       ,       ,17 GILSON RD,0.730000,,,5,1010,ONE FAM,155600.00,1,1
      4,     46,       ,       ,19 GILSON RD,0.580000,,,5,1010,ONE FAM,144300.00,1,1
      4,     47,       ,       ,21 GILSON RD,0.770000,,,5,1010,ONE FAM,157200.00,1,1
      4,     48,       ,       ,23 GILSON RD ,0.757576,,,5,1010,ONE FAM,156800.00,1,1
      4,     49,       ,       ,25 GILSON RD,0.560000,,,5,1010,ONE FAM,142800.00,1,1
      4,     50,       ,       ,27 GILSON RD,0.960000,,,5,1010,ONE FAM,159200.00,1,1
      4,     51,       ,       ,29 GILSON RD,0.830000,,,5,1010,ONE FAM,159100.00,1,1
      4,     52,       ,       ,28 GILSON RD,0.710000,,,5,1010,ONE FAM,154400.00,1,1
      4,     53,       ,       ,26 GILSON RD ,0.480000,,,5,1010,ONE FAM,137200.00,1,1
      4,     54,       ,       ,16 GILSON RD,0.540000,,,5,1010,ONE FAM,141600.00,1,1
      4,     55,       ,       ,10 GILSON RD,0.440000,,,5,1010,ONE FAM,134300.00,1,1
      4,     56,       ,       ,4 GILSON RD ,0.660000,,,5,1010,ONE FAM,151200.00,1,1
      4,     57,       ,       ,2 GILSON RD,0.490000,,,5,1010,ONE FAM,137900.00,1,1
      4,     58,       ,       ,5 LASH RD,0.490000,,,5,1012,ONE FAM W ACC,137900.00,1,1
      4,     59,       ,       ,7 LASH RD,0.480000,,,5,1010,ONE FAM,137200.00,1,1
      4,     60,       ,       ,9 LASH RD,0.490000,,,5,1010,ONE FAM,137900.00,1,1
      4,     61,       ,       ,46 LASH RD,0.770000,,,5,1010,ONE FAM,157200.00,1,1
      4,     62,       ,       ,7 CAMBRIDGE PL,0.390000,,,5,1010,ONE FAM,130700.00,1,1
      4,     63,       ,       ,5 CAMBRIDGE PL ,0.320000,,,5,1010,ONE FAM,124400.00,1,1
      4,     64,       ,       ,5 DUNSTER DR,0.800000,,,5,1310,POTNLDEV,79400.00,1,1
      4,     65,       ,       ,4 CAMBRIDGE PL,0.420000,,,5,1010,ONE FAM,132900.00,1,1
      4,     66,       ,       ,10 CAMBRIDGE PL,0.440000,,,5,1010,ONE FAM,134300.00,1,1
      4,     67,       ,       ,8 LASH RD,0.440000,,,5,1010,ONE FAM,134300.00,1,1
      4,     68,       ,       ,12 BEACON RD,0.430000,,,5,1010,ONE FAM,133600.00,1,1
      4,     69,       ,       ,7 DUNSTER DR,0.450000,,,5,1010,ONE FAM,135100.00,1,1
      4,     70,       ,       ,1 BEACON RD,0.460000,,,5,1010,ONE FAM,135800.00,1,1
      4,     71,       ,       ,3 BEACON RD,0.460000,,,5,1010,ONE FAM,135800.00,1,1
      4,     72,       ,       ,5 BEACON RD,0.430000,,,5,1010,ONE FAM,133600.00,1,1
      4,     73,       ,       ,27 LASH RD,0.460000,,,5,1010,ONE FAM,135800.00,1,1
      4,     74,       ,       ,3 LONGWOOD LN,0.490000,,,5,1010,ONE FAM,137900.00,1,1
      4,     75,       ,       ,5 LONGWOOD LN,0.490000,,,5,1010,ONE FAM,137900.00,1,1
      4,     76,       ,       ,9 DUNSTER DR,0.470000,,,5,1010,ONE FAM,136500.00,1,1
      4,     77,       ,       ,428 N MAIN ST ,1.280000,,,0,9060,CHURCH,800.00,2,1
      4,     77,       ,       ,428 N MAIN ST ,1.280000,,,C,9060,CHURCH,983600.00,1,1
      4,     79,       ,       ,0 N MAIN ST,0.220000,,,C,9030,MUNICPAL,18400.00,1,1
      4,     80,       ,       ,426 N MAIN ST,0.450000,,,5,1010,ONE FAM,87400.00,1,1
      4,     81,       ,       ,422 N MAIN ST,0.420000,,,5,1010,ONE FAM,86000.00,1,1
      4,     82,       ,       ,420 N MAIN ST,0.460000,,,5,1010,ONE FAM,87800.00,1,1
      4,     83,       ,       ,418 N MAIN ST,0.490000,,,5,1010,ONE FAM,89200.00,1,1
      4,     84,       ,       ,0 N MAIN ST,1.840000,,,0,1300,RES LAND,2400.00,2,1
      4,     84,       ,       ,0 N MAIN ST,1.840000,300,,5,1300,RES LAND,114700.00,1,1
      4,     85,       ,       ,1 GOULD RD,0.750000,,,5,1010,ONE FAM,140400.00,1,1
      4,     86,       ,       ,2 GOULD RD ,0.820000,,,5,1010,ONE FAM,142700.00,1,1
      4,     87,       ,       ,33 GOULD RD ,1.320000,,,0,1040,2 FAMILY,900.00,2,1
      4,     87,       ,       ,33 GOULD RD ,1.320000,,,5,1040,2 FAMILY,143400.00,1,1
      4,     88,       ,       ,43 GOULD RD,0.670000,,,5,1010,ONE FAM,136600.00,1,1
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,2
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,3
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,4
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,5
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,6
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,7
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,8
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,9
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,10
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,11
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,12
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,13
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,14
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,15
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,16
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,17
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,18
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,19
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,20
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,21
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,22
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,23
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,24
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,26
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,27
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,28
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,29
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,30
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,31
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,32
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,33
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,34
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,35
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,36
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,37
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,38
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,39
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,40
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,41
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,42
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,43
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,44
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,45
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,46
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,47
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,48
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,49
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,50
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,51
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,52
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,53
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,54
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,55
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,56
      5,      1,       ,       ,1-3 FIELD RD ,356.400000,,,0,1120,APT 9+UP,,1,57
