REM_MBLU_MAP,REM_MBLU_BLOCK,REM_MBLU_LOT,REM_MBLU_UNIT,REM_PRCL_LOCN,PRC_TTL_LND_AREA_ACRES,LND_FRONTAGE,LND_DEPTH,LND_SITE_IDX,LND_OCC,LND_OCC_DESC,LND_ASSESS_VAL,LND_LINE_NUM,LND_BLDG_NUM
     50,     14,   5305,       ,40 WOLF RD 53,0.000000,,,5,1020,CONDO,,1,1
     50,     14,   5405,       ,40 WOLF RD 54,0.000000,,,5,1020,CONDO,,1,1
     50,     15,       ,       ,30 WOLF RD ,4.900000,,,C,9550,CONDO MSTR,0.00,1,1
     50,     15,  10101,       ,30 WOLF RD 101,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  10201,       ,30 WOLF RD 102,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  10301,       ,30 WOLF RD 103,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  10401,       ,30 WOLF RD #104,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  10501,       ,30 WOLF RD 105,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  11101,       ,30 WOLF RD 111,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  11201,       ,30 WOLF RD 112,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  11301,       ,30 WOLF RD 113,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  11401,       ,30 WOLF RD 114,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  11501,       ,30 WOLF RD 115,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  20102,       ,30 WOLF RD #201,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  20202,       ,30 WOLF RD 202,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  20302,       ,30 WOLF RD #203,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  20402,       ,30 WOLF RD 204,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  20502,       ,30 WOLF RD 205,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  21102,       ,30 WOLF RD 211,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  21202,       ,30 WOLF RD 212,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  21302,       ,30 WOLF RD 213,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  21402,       ,30 WOLF RD 214,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  21502,       ,30 WOLF RD 215,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  30103,       ,30 WOLF RD 301,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  30203,       ,30 WOLF RD 302,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  30303,       ,30 WOLF RD 303,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  30403,       ,30 WOLF RD 304,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  30503,       ,30 WOLF RD 305,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  31103,       ,30 WOLF RD 311,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  31203,       ,30 WOLF RD 312,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  31303,       ,30 WOLF RD 313,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  31403,       ,30 WOLF RD 314,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  31503,       ,30 WOLF RD 315,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  40104,       ,30 WOLF RD 401,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  40204,       ,30 WOLF RD 402,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  40304,       ,30 WOLF RD 403,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  40404,       ,30 WOLF RD 404,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  40504,       ,30 WOLF RD 405,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  41104,       ,30 WOLF RD 411,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  41204,       ,30 WOLF RD #412,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  41304,       ,30 WOLF RD #413,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  41404,       ,30 WOLF RD 414,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  41504,       ,30 WOLF RD 415,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  50105,       ,30 WOLF RD #501,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  50205,       ,30 WOLF RD 502,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  50305,       ,30 WOLF RD #503,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  50405,       ,30 WOLF RD 504,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  50505,       ,30 WOLF RD 505,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  51105,       ,30 WOLF RD 511,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  51205,       ,30 WOLF RD 512,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  51305,       ,30 WOLF RD 513,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  51405,       ,30 WOLF RD #514,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  51505,       ,30 WOLF RD 515,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  60106,       ,30 WOLF RD 601,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  60206,       ,30 WOLF RD #602,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  60306,       ,30 WOLF RD #603,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  60406,       ,30 WOLF RD #604,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  60506,       ,30 WOLF RD 605,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  61106,       ,30 WOLF RD 611,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  61206,       ,30 WOLF RD 612,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  61306,       ,30 WOLF RD 613,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  61406,       ,30 WOLF RD #614,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  61506,       ,30 WOLF RD 615,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  70107,       ,30 WOLF RD #701,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  70207,       ,30 WOLF RD 702,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  70307,       ,30 WOLF RD 703,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  70407,       ,30 WOLF RD 704,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  70507,       ,30 WOLF RD 705,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  71107,       ,30 WOLF RD 711,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  71207,       ,30 WOLF RD 712,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  71307,       ,30 WOLF RD 713,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  71407,       ,30 WOLF RD 714,0.000000,,,5,1020,CONDO,,1,1
     50,     15,  71507,       ,30 WOLF RD 715,0.000000,,,5,1020,CONDO,,1,1
     50,     16,       ,       ,20 WOLF RD ,17.300000,,,0,9550,CONDO MSTR,23300.00,2,1
     50,     16,       ,       ,20 WOLF RD ,17.300000,,,0,9550,CONDO MSTR,5240000.00,3,1
     50,     16,       ,       ,20 WOLF RD ,17.300000,,,C,9550,CONDO MSTR,1955000.00,1,1
     50,     16,    101,       ,20 WOLF RD A1,0.000000,,,5,1020,CONDO,,1,1
     50,     16,    201,       ,20 WOLF RD #A2,0.000000,,,5,1020,CONDO,,1,1
     50,     16,    301,       ,20 WOLF RD #A3,0.000000,,,5,1020,CONDO,,1,1
     50,     16,    401,       ,20 WOLF RD A4,0.000000,,,5,1020,CONDO,,1,1
     50,     16,    501,       ,20 WOLF RD A5,0.000000,,,5,1020,CONDO,,1,1
     50,     16,    601,       ,20 WOLF RD #A6,0.000000,,,5,1020,CONDO,,1,1
     50,     16,    701,       ,20 WOLF RD A7,0.000000,,,5,1020,CONDO,,1,1
     50,     16,    801,       ,20 WOLF RD A8,0.000000,,,5,1020,CONDO,,1,1
     50,     16,    901,       ,20 WOLF RD A9,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   1001,       ,20 WOLF RD A10,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   1101,       ,20 WOLF RD A11,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   1201,       ,20 WOLF RD A12,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   1302,       ,20 WOLF RD B13,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   1402,       ,20 WOLF RD #B14,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   1502,       ,20 WOLF RD B15,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   1602,       ,20 WOLF RD B16,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   1702,       ,20 WOLF RD B17,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   1802,       ,20 WOLF RD B18,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   1902,       ,20 WOLF RD B19,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   2002,       ,20 WOLF RD B20,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   2102,       ,20 WOLF RD B21,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   2202,       ,20 WOLF RD B22,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   2302,       ,20 WOLF RD B23,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   2402,       ,20 WOLF RD B24,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   2502,       ,20 WOLF RD B25,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   2602,       ,20 WOLF RD #B26,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   2702,       ,20 WOLF RD B27,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   2802,       ,20 WOLF RD B28,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   2902,       ,20 WOLF RD B29,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   3002,       ,20 WOLF RD #B30,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   3102,       ,20 WOLF RD B31,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   3202,       ,20 WOLF RD B32,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   3302,       ,20 WOLF RD B33,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   3402,       ,20 WOLF RD B34,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   3502,       ,20 WOLF RD B35,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   3602,       ,20 WOLF RD B36,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   3703,       ,20 WOLF RD C37,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   3803,       ,20 WOLF RD C38,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   3903,       ,20 WOLF RD C39,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   4003,       ,20 WOLF RD C40,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   4103,       ,20 WOLF RD C41,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   4203,       ,20 WOLF RD C42,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   4303,       ,20 WOLF RD #C43,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   4403,       ,20 WOLF RD C44,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   4503,       ,20 WOLF RD #C45,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   4603,       ,20 WOLF RD C46,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   4703,       ,20 WOLF RD C47,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   4803,       ,20 WOLF RD C48,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   4903,       ,20 WOLF RD C49,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   5003,       ,20 WOLF RD C50,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   5103,       ,20 WOLF RD C51,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   5203,       ,20 WOLF RD C52,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   5303,       ,20 WOLF RD C53,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   5403,       ,20 WOLF RD C54,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   5503,       ,20 WOLF RD C55,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   5603,       ,20 WOLF RD #C56,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   5703,       ,20 WOLF RD C57,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   5803,       ,20 WOLF RD C58,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   5903,       ,20 WOLF RD C59,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   6003,       ,20 WOLF RD C60,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   6104,       ,20 WOLF RD D61,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   6204,       ,20 WOLF RD D62,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   6304,       ,20 WOLF RD D63,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   6404,       ,20 WOLF RD D64,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   6504,       ,20 WOLF RD #D65,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   6604,       ,20 WOLF RD D66,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   6704,       ,20 WOLF RD D67,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   6804,       ,20 WOLF RD #D68,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   6904,       ,20 WOLF RD D69,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   7004,       ,20 WOLF RD D70,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   7104,       ,20 WOLF RD D71,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   7204,       ,20 WOLF RD #D72,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   7304,       ,20 WOLF RD D73,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   7404,       ,20 WOLF RD D74,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   7504,       ,20 WOLF RD D75,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   7604,       ,20 WOLF RD D76,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   7704,       ,20 WOLF RD D77,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   7804,       ,20 WOLF RD #D78,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   7904,       ,20 WOLF RD D79,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   8004,       ,20 WOLF RD D80,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   8104,       ,20 WOLF RD D81,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   8204,       ,20 WOLF RD D82,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   8304,       ,20 WOLF RD D83,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   8404,       ,20 WOLF RD D84,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   8505,       ,20 WOLF RD E85,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   8605,       ,20 WOLF RD E86,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   8705,       ,20 WOLF RD E87,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   8905,       ,20 WOLF RD E89,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   9005,       ,20 WOLF RD E90,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   9105,       ,20 WOLF RD E91,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   9205,       ,20 WOLF RD E92,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   9305,       ,20 WOLF RD E93,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   9405,       ,20 WOLF RD E94,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   9505,       ,20 WOLF RD E95,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   9605,       ,20 WOLF RD E96,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   9705,       ,20 WOLF RD E97,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   9805,       ,20 WOLF RD E98,0.000000,,,5,1020,CONDO,,1,1
     50,     16,   9905,       ,20 WOLF RD #E99,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  10005,       ,20 WOLF RD E100,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  10105,       ,20 WOLF RD E101,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  10205,       ,20 WOLF RD E102,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  10305,       ,20 WOLF RD E103,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  10405,       ,20 WOLF RD E104,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  10505,       ,20 WOLF RD E105,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  10605,       ,20 WOLF RD E106,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  10705,       ,20 WOLF RD E107,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  10805,       ,20 WOLF RD E108,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  10906,       ,20 WOLF RD #F109,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  11006,       ,20 WOLF RD F110,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  11106,       ,20 WOLF RD F111,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  11206,       ,20 WOLF RD F112,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  11306,       ,20 WOLF RD F113,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  11406,       ,20 WOLF RD F114,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  11506,       ,20 WOLF RD F115,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  11606,       ,20 WOLF RD F116,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  11706,       ,20 WOLF RD F117,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  11806,       ,20 WOLF RD F118,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  11906,       ,20 WOLF RD #F119,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  12006,       ,20 WOLF RD F120,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  12106,       ,20 WOLF RD F121,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  12206,       ,20 WOLF RD F122,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  12306,       ,20 WOLF RD F123,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  12406,       ,20 WOLF RD F124,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  12506,       ,20 WOLF RD F125,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  12606,       ,20 WOLF RD #F126,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  12706,       ,20 WOLF RD F127,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  12806,       ,20 WOLF RD F128,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  12906,       ,20 WOLF RD F129,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  13006,       ,20 WOLF RD F130,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  13106,       ,20 WOLF RD F131,0.000000,,,5,1020,CONDO,,1,1
     50,     16,  13206,       ,20 WOLF RD F132,0.000000,,,5,1020,CONDO,,1,1
     50,     17,       ,       ,21 OLD ETNA RD ,0.260000,,,5,1040,2 FAMILY,69500.00,1,1
     50,     18,       ,       ,23 OLD ETNA RD ,0.250000,,,5,1040,2 FAMILY,68800.00,1,1
     50,     19,       ,       ,25 OLD ETNA RD,0.250000,,,5,1040,2 FAMILY,68800.00,1,1
     50,     20,       ,       ,27 OLD ETNA RD,0.260000,,,5,1040,2 FAMILY,69500.00,1,1
     50,     21,       ,       ,29 OLD ETNA RD,0.260000,,,5,1040,2 FAMILY,69500.00,1,1
     50,     22,       ,       ,31 OLD ETNA RD ,16.600000,,,0,9550,CONDO MSTR,0.00,1,1
     50,     22,       ,       ,31 OLD ETNA RD ,16.600000,,,0,9550,CONDO MSTR,0.00,2,1
     50,     22,    101,       ,31 OLD ETNA RD #N-1,0.000000,,,C,102C,CONDO-com,,1,1
     50,     22,    201,       ,31 OLD ETNA RD N-2,0.000000,,,C,102C,CONDO-Comm,,1,1
     50,     22,    301,       ,31 OLD ETNA RD #N-3,0.000000,,,C,102C,CONDO-Comm,,1,1
     50,     22,    401,       ,31 OLD ETNA RD N-4,0.000000,,,C,102C,CONDO-Comm,,1,1
     50,     22,    502,       ,31 OLD ETNA RD N-5,0.000000,,,C,102C,CONDO-Comm,,1,1
     50,     22,    602,       ,31 OLD ETNA RD N-6,0.000000,,,C,102C,CONDO-Comm,,1,1
     50,     22,    702,       ,31 OLD ETNA RD #N-7,0.000000,,,C,102C,CONDO-Comm,,1,1
     50,     22,    801,       ,31 OLD ETNA RD S-1,0.000000,,,C,102C,CONDO-Comm,,1,1
     50,     22,    901,       ,31 OLD ETNA RD S-2,0.000000,,,C,102C,CONDO-com,,1,1
     50,     22,   1001,       ,31 OLD ETNA RD S-3,0.000000,,,C,102C,CONDO-Comm,,1,1
     50,     22,   1101,       ,31 OLD ETNA RD S-4,0.000000,,,C,102C,CONDO-Comm,,1,1
     50,     22,   1202,       ,31 OLD ETNA RD #S-5,0.000000,,,C,102C,CONDO-Comm,,1,1
     50,     22,   1302,       ,31 OLD ETNA RD #S-6,0.000000,,,C,102C,CONDO-com,,1,1
     50,     22,   1402,       ,31 OLD ETNA RD S-7,0.000000,,,C,102C,CONDO-com,,1,1
     50,     23,       ,       ,35 OLD ETNA RD ,2.500000,,,0,3320,AUTO REP,6400.00,2,1
     50,     23,       ,       ,35 OLD ETNA RD ,2.500000,,,C,3320,AUTO REP,977500.00,1,1
     50,     24,       ,       ,0 OLD ETNA RD,2.850000,,,0,3900,DEV LAND,7200.00,2,1
     50,     24,       ,       ,0 OLD ETNA RD,2.850000,,,C,3900,DEV LAND,395600.00,1,1
     50,     25,       ,       ,55 ETNA RD ,2.580005,,,C,3160,COMMWHSE,762900.00,1,1
     50,     26,       ,       ,76 ETNA RD,7.810000,,,0,4000,FACTORY,6800.00,2,1
     50,     26,       ,       ,76 ETNA RD,7.810000,,,C,4000,FACTORY,1075200.00,1,1
     50,     27,       ,       ,68 ETNA RD,5.120000,,,0,4010,IND WHSE,3800.00,2,1
     50,     27,       ,       ,68 ETNA RD,5.120000,,,C,4010,IND WHSE,806400.00,1,1
     50,     28,       ,       ,54 + 56 ETNA RD ,1.093337,,,C,4000,FACTORY,280500.00,1,1
     50,     28,      E,       ,54 + 56 ETNA RD ,10.166663,,,0,905I,CHARITABLE-Ind,0.00,1,2
     50,     28,      E,       ,54 + 56 ETNA RD ,10.166663,,,0,905I,CHARITABLE-Ind,13500.00,2,1
     50,     28,      E,       ,54 + 56 ETNA RD ,10.166663,,,C,905I,CHARITABLE-Ind,703400.00,1,1
     50,     29,       ,       ,0 NH ROUTE 120,10.700000,,,0,3910,POTNLDEV,8700.00,2,1
     50,     29,       ,       ,0 NH ROUTE 120,10.700000,,,C,3910,POTNLDEV,195500.00,1,1
     50,     30,       ,       ,145 NH ROUTE 120 ,4.289991,,,0,3300,AUTO S+S,0.00,2,1
     50,     30,       ,       ,145 NH ROUTE 120 ,4.289991,,,C,3300,AUTO S+S,2096700.00,1,1
     50,     30,    100,       ,42 OLD ETNA RD ,1.850000,,,C,3410,BANK,904200.00,1,1
     50,     31,       ,       ,0 OLD ETNA RD,2.710000,,,0,9030,MUNICPAL,3800.00,2,1
     50,     31,       ,       ,0 OLD ETNA RD,2.710000,,,C,9030,MUNICPAL,219900.00,1,1
     50,     32,       ,       ,24 OLD ETNA RD ,6.000000,,,0,3040,NURSE HM,20000.00,2,1
     50,     32,       ,       ,24 OLD ETNA RD ,6.000000,,,0,3040,NURSE HM,20000.00,3,1
     50,     32,       ,       ,24 OLD ETNA RD ,6.000000,,,C,3040,NURSE HM,977500.00,1,1
     50,     33,       ,       ,17 OLD ETNA RD,0.250000,,,5,1010,ONE FAM,68800.00,1,1
     50,     34,       ,       ,15 OLD ETNA RD,0.340000,,,5,1010,ONE FAM,71400.00,1,1
     50,     35,       ,       ,9 WOLF RD,0.280000,,,5,1010,ONE FAM,67200.00,1,1
     50,     36,       ,       ,11 WOLF RD ,0.280000,,,5,1040,2 FAMILY,67200.00,1,1
     50,     37,       ,       ,13 WOLF RD ,0.280000,,,5,1010,ONE FAM,67200.00,1,1
     50,     38,       ,       ,15 WOLF RD,0.280000,,,5,1010,ONE FAM,67200.00,1,1
     50,     39,       ,       ,17 WOLF RD ,0.280000,,,5,1012,ONE FAM W ACC,67200.00,1,1
     50,     40,       ,       ,19 WOLF RD ,0.310000,,,5,1010,ONE FAM,69300.00,1,1
     50,     41,       ,       ,21 WOLF RD,0.460000,,,5,1010,ONE FAM,76400.00,1,1
     50,     42,       ,       ,25 WOLF RD,0.900000,,,C,903C,MUNICPAL-Comm,472600.00,1,1
     50,     43,       ,       ,31 WOLF RD,0.240000,,,5,1010,ONE FAM,71600.00,1,1
     50,     44,       ,       ,33 WOLF RD,0.240000,,,5,1010,ONE FAM,71600.00,1,1
     50,     45,       ,       ,20 MEMORIAL DR,0.240000,,,5,1010,ONE FAM,71600.00,1,1
     50,     46,       ,       ,16 MEMORIAL DR ,0.250000,,,5,1040,2 FAMILY,72400.00,1,1
     50,     47,       ,       ,10 MEMORIAL DR,0.470000,,,5,1010,ONE FAM,85300.00,1,1
     50,     48,       ,       ,2 MEMORIAL DR,0.330000,,,5,1010,ONE FAM,74600.00,1,1
     50,     49,       ,       ,299 MOUNT SUPPORT RD ,2.660009,,,0,9550,CONDO MSTR,960000.00,2,1
     50,     49,       ,       ,299 MOUNT SUPPORT RD ,2.660009,,,C,9550,CONDO MSTR,650000.00,1,1
     50,     49,    101,       ,299 MOUNT SUPPORT RD 1,0.000000,,,5,1020,CONDO,,1,1
     50,     49,    201,       ,299 MOUNT SUPPORT RD 2,0.000000,,,5,1020,CONDO,,1,1
     50,     49,    301,       ,299 MOUNT SUPPORT RD #3,0.000000,,,5,1020,CONDO,,1,1
     50,     49,    402,       ,299 MOUNT SUPPORT RD 4,0.000000,,,5,1020,CONDO,,1,1
     50,     49,    502,       ,299 MOUNT SUPPORT RD 5,0.000000,,,5,1020,CONDO,,1,1
     50,     49,    602,       ,299 MOUNT SUPPORT RD 6,0.000000,,,5,1020,CONDO,,1,1
     50,     49,    702,       ,299 MOUNT SUPPORT RD 7,0.000000,,,5,1020,CONDO,,1,1
     50,     49,    803,       ,299 MOUNT SUPPORT RD 8,0.000000,,,5,1020,CONDO,,1,1
     50,     49,    903,       ,299 MOUNT SUPPORT RD 9,0.000000,,,5,1020,CONDO,,1,1
     50,     49,   1003,       ,299 MOUNT SUPPORT RD 10,0.000000,,,5,1020,CONDO,,1,1
     50,     49,   1103,       ,299 MOUNT SUPPORT RD 11,0.000000,,,5,1020,CONDO,,1,1
     50,     49,   1204,       ,299 MOUNT SUPPORT RD #12,0.000000,,,5,1020,CONDO,,1,1
     50,     49,   1304,       ,299 MOUNT SUPPORT RD 13,0.000000,,,5,1020,CONDO,,1,1
     50,     49,   1404,       ,299 MOUNT SUPPORT RD #14,0.000000,,,5,1020,CONDO,,1,1
     50,     49,   1504,       ,299 MOUNT SUPPORT RD 15,0.000000,,,5,1020,CONDO,,1,1
     50,     49,   1605,       ,299 MOUNT SUPPORT RD 16,0.000000,,,5,1020,CONDO,,1,1
     50,     49,   1705,       ,299 MOUNT SUPPORT RD 17,0.000000,,,5,1020,CONDO,,1,1
     50,     49,   1805,       ,299 MOUNT SUPPORT RD 18,0.000000,,,5,1020,CONDO,,1,1
     50,     49,   1906,       ,299 MOUNT SUPPORT RD 19,0.000000,,,5,1020,CONDO,,1,1
